SAMPLE,VALUE
Sample01,0.00075
Sample02,0.0000985
Sample03,0.000178
Sample04,0
Sample05,0.000431
Sample06,0.000127
Sample07,0
Sample08,0.00041
Sample09,0.0000548
Sample10,0.000207
Sample11,0.000327
Sample12,0.0000439
Sample13,0.0000463
Sample14,0
Sample15,0
Sample16,0.000132
Sample17,0.00013
Sample18,0
Sample19,0.000374
Sample20,0.000139
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0.0000856
Sample27,0.000331
Sample28,0
Sample29,0.000137
Sample30,0.0000647
Sample31,0
Sample32,0.0000362
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.000477
Sample37,0
Sample38,0
Sample39,0.000239
Sample40,0
Sample41,0.000586
Sample42,0
Sample43,0
Sample44,0.0000561
Sample45,0.000206
Sample46,0.000164
Sample47,0.000372
Sample48,0
Sample49,0
Sample50,0.0000396
Sample51,0.0000192
Sample52,0.000586
Sample53,0
Sample54,0.000279
Sample55,0.000147
Sample56,0.0000749
Sample57,0
Sample58,0.000091
Sample59,0.0000478
Sample60,0.000122
Sample61,0.000495
Sample62,0.000203
Sample63,0.001055503
Sample64,0
Sample65,0.000125
Sample66,0.000922
Sample67,0.000431
Sample68,0.000298
Sample69,0.00013
Sample70,0.000479
Sample71,0.000494
Sample72,0.000183
Sample73,0.000147
Sample74,0
Sample75,0.000369
Sample76,0.000532
Sample77,0.0000787
Sample78,0.0000878
Sample79,0.000198
Sample80,0.0000724
Sample81,0
Sample82,0.000127
Sample83,0.001115251
Sample84,0
Sample85,0.0000992
Sample86,0
Sample87,0.000126
Sample88,0.000103
Sample89,0
Sample90,0.0000433
Sample91,0.0000803
Sample92,0.000832
Sample93,0.000156
Sample94,0
Sample95,0.000255
Sample96,0.000788
Sample97,0.000529
Sample98,0.0000796
Sample99,0
