SAMPLE,VALUE
Sample01,0.000536
Sample02,0
Sample03,0
Sample04,0
Sample05,0.000431
Sample06,0.000382
Sample07,0
Sample08,0.000683
Sample09,0
Sample10,0.000311
Sample11,0.0000818
Sample12,0.0000877
Sample13,0.00037
Sample14,0.000163
Sample15,0
Sample16,0
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0.0000463
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0.0000457
Sample30,0.0000647
Sample31,0
Sample32,0
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.000119
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000574
Sample47,0
Sample48,0.00095
Sample49,0
Sample50,0.000158
Sample51,0
Sample52,0.000293
Sample53,0.0000833
Sample54,0.000837
Sample55,0.000147
Sample56,0.00015
Sample57,0.000515
Sample58,0
Sample59,0.000191
Sample60,0.000244
Sample61,0.000565
Sample62,0
Sample63,0
Sample64,0
Sample65,0.000188
Sample66,0
Sample67,0.000288
Sample68,0.000695
Sample69,0.00039
Sample70,0.000239
Sample71,0.001112139
Sample72,0
Sample73,0.000147
Sample74,0.000392
Sample75,0.000422
Sample76,0.000177
Sample77,0.000236
Sample78,0.0000585
Sample79,0
Sample80,0
Sample81,0.000317
Sample82,0
Sample83,0.0000697
Sample84,0
Sample85,0
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0.0000433
Sample91,0.000402
Sample92,0.000416
Sample93,0.0000522
Sample94,0.0000457
Sample95,0.000595
Sample96,0
Sample97,0.000794
Sample98,0.000398
Sample99,0.000455
