SAMPLE,VALUE
Sample01,0.005627417
Sample02,0.000443
Sample03,0.000355
Sample04,0.001792067
Sample05,0.005285714
Sample06,0.001909247
Sample07,0.0000409
Sample08,0.001365729
Sample09,0.0000548
Sample10,0.002385669
Sample11,0.001798911
Sample12,0.001184558
Sample13,0.001018239
Sample14,0.000391
Sample15,0.000377
Sample16,0.001059256
Sample17,0.001431155
Sample18,0.001798804
Sample19,0.000374
Sample20,0.00037
Sample21,0.000319
Sample22,0.0000634
Sample23,0.000109
Sample24,0.000959
Sample25,0
Sample26,0.000514
Sample27,0.000331
Sample28,0.0000666
Sample29,0.000823
Sample30,0.001811582
Sample31,0.0000921
Sample32,0.003478218
Sample33,0.001464254
Sample34,0
Sample35,0.000399
Sample36,0.008113174
Sample37,0.0000548
Sample38,0.000564
Sample39,0.001313121
Sample40,0.016992948
Sample41,0.024034445
Sample42,0
Sample43,0.000163
Sample44,0.0000561
Sample45,0.001443052
Sample46,0.000738
Sample47,0.00768936
Sample48,0.01472936
Sample49,0
Sample50,0.000514
Sample51,0.001939146
Sample52,0
Sample53,0.000416
Sample54,0.001394167
Sample55,0.001173848
Sample56,0.00015
Sample57,0.000686
Sample58,0.000182
Sample59,0.000669
Sample60,0.000244
Sample61,0.001130369
Sample62,0.000861
Sample63,0.012503654
Sample64,0.000341
Sample65,0.013319809
Sample66,0.011599757
Sample67,0.025023837
Sample68,0.023728208
Sample69,0.003249969
Sample70,0.01902369
Sample71,0.026567777
Sample72,0.009963036
Sample73,0.005820269
Sample74,0.017656776
Sample75,0.005903707
Sample76,0.013736617
Sample77,0.003657928
Sample78,0.001872324
Sample79,0.004831103
Sample80,0.000326
Sample81,0.000951
Sample82,0.00228778
Sample83,0.004879225
Sample84,0.0000952
Sample85,0.000744
Sample86,0.000128
Sample87,0.000378
Sample88,0.002883058
Sample89,0.000111
Sample90,0.0000867
Sample91,0.000121
Sample92,0.000832
Sample93,0.000991
Sample94,0.0000457
Sample95,0.00110513
Sample96,0.002168257
Sample97,0
Sample98,0.020047175
Sample99,0.002729295
