SAMPLE,VALUE
Sample01,0.000134
Sample02,0
Sample03,0.000178
Sample04,0.000448
Sample05,0.000539
Sample06,0.000255
Sample07,0
Sample08,0.000478
Sample09,0
Sample10,0
Sample11,0.0000818
Sample12,0.000132
Sample13,0.000139
Sample14,0
Sample15,0.000189
Sample16,0.000132
Sample17,0
Sample18,0
Sample19,0
Sample20,0
Sample21,0.0000913
Sample22,0
Sample23,0
Sample24,0
Sample25,0.000668
Sample26,0.0000285
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0.0000362
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0
Sample39,0
Sample40,0
Sample41,0
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0
Sample46,0.000082
Sample47,0
Sample48,0.001425422
Sample49,0
Sample50,0.0000396
Sample51,0
Sample52,0
Sample53,0.00025
Sample54,0
Sample55,0.000293
Sample56,0
Sample57,0
Sample58,0
Sample59,0.0000478
Sample60,0.000122
Sample61,0.000141
Sample62,0
Sample63,0
Sample64,0.000341
Sample65,0.000125
Sample66,0
Sample67,0
Sample68,0.0000993
Sample69,0.00013
Sample70,0.000359
Sample71,0.000494
Sample72,0.0000914
Sample73,0.0000978
Sample74,0
Sample75,0.0000527
Sample76,0.0000886
Sample77,0
Sample78,0
Sample79,0.0000396
Sample80,0
Sample81,0
Sample82,0.000127
Sample83,0.000209
Sample84,0
Sample85,0
Sample86,0
Sample87,0
Sample88,0.000206
Sample89,0
Sample90,0.0000867
Sample91,0
Sample92,0.000208
Sample93,0.0000522
Sample94,0
Sample95,0
Sample96,0.000197
Sample97,0
Sample98,0
Sample99,0
