SAMPLE,VALUE
Sample01,0.002760114
Sample02,0
Sample03,0
Sample04,0.000672
Sample05,0.000324
Sample06,0.000255
Sample07,0.0000409
Sample08,0.001092583
Sample09,0.0000548
Sample10,0.023649244
Sample11,0.000409
Sample12,0.000219
Sample13,0.0000926
Sample14,0.0000326
Sample15,0.000189
Sample16,0
Sample17,0.000651
Sample18,0.001349103
Sample19,0.0000624
Sample20,0
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0
Sample27,0.000331
Sample28,0
Sample29,0.000229
Sample30,0.001164589
Sample31,0.0000307
Sample32,0
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0
Sample37,0.0000274
Sample38,0
Sample39,0.000358
Sample40,0
Sample41,0
Sample42,0
Sample43,0.000108
Sample44,0
Sample45,0
Sample46,0.000492
Sample47,0.000248
Sample48,0.000475
Sample49,0
Sample50,0.0000396
Sample51,0.0000192
Sample52,0.000586
Sample53,0
Sample54,0.000558
Sample55,0
Sample56,0.00015
Sample57,0.000172
Sample58,0.000091
Sample59,0.0000478
Sample60,0.000365
Sample61,0.000353
Sample62,0.001570345
Sample63,0.001623851
Sample64,0
Sample65,0.003126716
Sample66,0.001989916
Sample67,0.000144
Sample68,0.0000993
Sample69,0.00039
Sample70,0.000239
Sample71,0.000618
Sample72,0.00064
Sample73,0.0000978
Sample74,0.000262
Sample75,0.000422
Sample76,0.00292457
Sample77,0.0000787
Sample78,0.0000585
Sample79,0.000158
Sample80,0
Sample81,0.000106
Sample82,0.000381
Sample83,0.000279
Sample84,0.003663856
Sample85,0.001140927
Sample86,0.000256
Sample87,0.000252
Sample88,0.000206
Sample89,0.00228596
Sample90,0
Sample91,0.000121
Sample92,0.000832
Sample93,0.000365
Sample94,0
Sample95,0.000085
Sample96,0.000197
Sample97,0.001058459
Sample98,0.000557
Sample99,0.000455
