SAMPLE,VALUE
Sample1,0.002572533
Sample2,0.001478124
Sample3,0.010304516
Sample4,0.011648432
Sample5,0.006364432
Sample6,0.004709476
Sample7,0.000164
Sample8,0.002594886
Sample9,0.000493
Sample10,0.004771339
Sample11,0.003597822
Sample12,0.00079
Sample13,0.003008433
Sample14,0.00104257
Sample15,0.00146167
Sample16,0.003177768
Sample17,0.00494399
Sample18,0.007644916
Sample19,0.002556432
Sample20,0.002868755
Sample21,0.001643142
Sample22,0.0000634
Sample23,0.000436
Sample24,0.002729902
Sample25,0
Sample26,0.000599
Sample27,0.00256827
Sample28,0.000399
Sample29,0.004390261
Sample30,0.001164589
Sample31,0.000246
Sample32,0.000725
Sample33,0.000715
Sample34,0.000206
Sample35,0.000399
Sample36,0.003817964
Sample37,0.00011
Sample38,0.000103
Sample39,0.004774985
Sample40,0.003748444
Sample41,0.006448266
Sample42,0.000265
Sample43,0.000271
Sample44,0.0000561
Sample45,0.003092254
Sample46,0.002295963
Sample47,0.002232395
Sample48,0.008235771
Sample49,0.002326709
Sample50,0.00178056
Sample51,0.000595
Sample52,0.009677107
Sample53,0.000666
Sample54,0.005297836
Sample55,0.003961738
Sample56,0.001947805
Sample57,0.005832484
Sample58,0.002274739
Sample59,0.001385268
Sample60,0.004626772
Sample61,0.002048794
Sample62,0.002634126
Sample63,0.006089442
Sample64,0.002728718
Sample65,0.005565554
Sample66,0.005193197
Sample67,0.004026824
Sample68,0.006056153
Sample69,0.00207998
Sample70,0.004785834
Sample71,0.002842134
Sample72,0.000914
Sample73,0.000391
Sample74,0.004054519
Sample75,0.00189762
Sample76,0.00319044
Sample77,0.001415972
Sample78,0.000614
Sample79,0.001425572
Sample80,0.000724
Sample81,0.000739
Sample82,0.00228778
Sample83,0.00174258
Sample84,0.001189564
Sample85,0.005506215
Sample86,0.001086745
Sample87,0.000672
Sample88,0.005457217
Sample89,0.000221
Sample90,0.000823
Sample91,0.000683
Sample92,0.054942311
Sample93,0.005371729
Sample94,0.000183
Sample95,0.011731382
Sample96,0.005716313
Sample97,0.003836913
Sample98,0.007398362
Sample99,0.007960443
