SAMPLE,VALUE
Sample1,0.000134
Sample2,0.0000985
Sample3,0.000711
Sample4,0.000672
Sample5,0.001618076
Sample6,0.000255
Sample7,0
Sample8,0.000888
Sample9,0
Sample10,0.001867046
Sample11,0.000572
Sample12,0.001272303
Sample13,0.001110806
Sample14,0.0000652
Sample15,0.0000943
Sample16,0.000662
Sample17,0.000651
Sample18,0
Sample19,0
Sample20,0.000139
Sample21,0.000137
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0.0000647
Sample31,0.0000614
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0
Sample39,0.000477
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000082
Sample47,0.000248
Sample48,0.000158
Sample49,0.000388
Sample50,0
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0
Sample56,0
Sample57,0
Sample58,0
Sample59,0.000334
Sample60,0.000487
Sample61,0.000141
Sample62,0
Sample63,0.000325
Sample64,0.000682
Sample65,0.000375
Sample66,0.003834229
Sample67,0.001006706
Sample68,0.000496
Sample69,0.00039
Sample70,0.000718
Sample71,0.000865
Sample72,0.000183
Sample73,0.0000489
Sample74,0.000392
Sample75,0.000316
Sample76,0.000532
Sample77,0
Sample78,0
Sample79,0.000158
Sample80,0
Sample81,0.000951
Sample82,0.00114389
Sample83,0.000767
Sample84,0.000238
Sample85,0.000248
Sample86,0.00032
Sample87,0.000336
Sample88,0.000206
Sample89,0.000295
Sample90,0
Sample91,0
Sample92,0
Sample93,0.000104
Sample94,0
Sample95,0.00085
Sample96,0
Sample97,0
Sample98,0.000159
Sample99,0.000227
