SAMPLE,VALUE
Sample1,0.0019294
Sample2,0
Sample3,0.000711
Sample4,0.000224
Sample5,0.000539
Sample6,0.000891
Sample7,0
Sample8,0.00041
Sample9,0
Sample10,0.000415
Sample11,0.000899
Sample12,0.000307
Sample13,0.000231
Sample14,0.0000977
Sample15,0
Sample16,0.000662
Sample17,0.00039
Sample18,0
Sample19,0.000187
Sample20,0.000139
Sample21,0.000274
Sample22,0.00019
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0
Sample27,0.000497
Sample28,0.0000666
Sample29,0.00032
Sample30,0.0000647
Sample31,0.0000307
Sample32,0.000326
Sample33,0.000102
Sample34,0
Sample35,0.000181
Sample36,0.001551048
Sample37,0
Sample38,0.000154
Sample39,0.000358
Sample40,0.006497304
Sample41,0.00293103
Sample42,0
Sample43,0.000108
Sample44,0
Sample45,0.000618
Sample46,0.000574
Sample47,0.00062
Sample48,0.000475
Sample49,0
Sample50,0.000237
Sample51,0.000096
Sample52,0
Sample53,0.0005
Sample54,0.001394167
Sample55,0.001614042
Sample56,0.001423396
Sample57,0.000172
Sample58,0.000819
Sample59,0.000334
Sample60,0.000487
Sample61,0.002967219
Sample62,0.002279532
Sample63,0.004627976
Sample64,0.002046538
Sample65,0.000875
Sample66,0.001795778
Sample67,0.002157227
Sample68,0.002581311
Sample69,0.00052
Sample70,0.001794688
Sample71,0.005066413
Sample72,0.001096848
Sample73,0.000538
Sample74,0.001831073
Sample75,0.000474
Sample76,0.001152103
Sample77,0.000197
Sample78,0.000176
Sample79,0.000673
Sample80,0.000217
Sample81,0.006020018
Sample82,0.000127
Sample83,0.000836
Sample84,0
Sample85,0.000595
Sample86,0.000128
Sample87,0.0000839
Sample88,0.001338563
Sample89,0.000147
Sample90,0.0000867
Sample91,0.000281
Sample92,0.000624
Sample93,0.000156
Sample94,0
Sample95,0.00119014
Sample96,0.001774028
Sample97,0.000662
Sample98,0.001352389
Sample99,0.000682
