SAMPLE,VALUE
Sample1,0.043009542
Sample2,0.005025621
Sample3,0.013324805
Sample4,0.021056782
Sample5,0.027723033
Sample6,0.012346465
Sample7,0.0000613
Sample8,0.005736063
Sample9,0.001589881
Sample10,0.016907135
Sample11,0.011774691
Sample12,0.004650485
Sample13,0.009626987
Sample14,0.000945
Sample15,0.003866352
Sample16,0.011916631
Sample17,0.00728588
Sample18,0.004047309
Sample19,0.004988159
Sample20,0.005043457
Sample21,0.004016568
Sample22,0.001013995
Sample23,0.000709
Sample24,0.005238461
Sample25,0
Sample26,0.000571
Sample27,0.004308067
Sample28,0.000533
Sample29,0.004298798
Sample30,0.007181631
Sample31,0.000553
Sample32,0.002101423
Sample33,0.000749
Sample34,0
Sample35,0.000254
Sample36,0.01038009
Sample37,0.0000821
Sample38,0.000205
Sample39,0.010982465
Sample40,0.010995437
Sample41,0.019931004
Sample42,0.000662
Sample43,0.000542
Sample44,0.000365
Sample45,0.008039861
Sample46,0.005247915
Sample47,0.007565338
Sample48,0.010690664
Sample49,0.000776
Sample50,0.003996368
Sample51,0.00096
Sample52,0.017301495
Sample53,0.001415812
Sample54,0.022864345
Sample55,0.022890044
Sample56,0.008690206
Sample57,0.013380405
Sample58,0.00636927
Sample59,0.004108038
Sample60,0.012419229
Sample61,0.018651088
Sample62,0.010131255
Sample63,0.024438959
Sample64,0.008186153
Sample65,0.013507412
Sample66,0.100903325
Sample67,0.019846492
Sample68,0.019359835
Sample69,0.006239941
Sample70,0.015793252
Sample71,0.023602072
Sample72,0.00959742
Sample73,0.006505007
Sample74,0.021580504
Sample75,0.010278776
Sample76,0.019319887
Sample77,0.002320621
Sample78,0.002720721
Sample79,0.007682246
Sample80,0.001811118
Sample81,0.095686604
Sample82,0.00571945
Sample83,0.178300831
Sample84,0.00804145
Sample85,0.011607696
Sample86,0.008374326
Sample87,0.002434404
Sample88,0.026050489
Sample89,0.002507182
Sample90,0.001646962
Sample91,0.001606841
Sample92,0.01082197
Sample93,0.008709502
Sample94,0.000365
Sample95,0.006205731
Sample96,0.01576914
Sample97,0.006218445
Sample98,0.012330603
Sample99,0.014556239
