SAMPLE,VALUE
Sample1,0.010048959
Sample2,0.000148
Sample3,0
Sample4,0.001568058
Sample5,0.001833819
Sample6,0.004964043
Sample7,0
Sample8,0.001229156
Sample9,0.000384
Sample10,0.013069319
Sample11,0.003843128
Sample12,0.001798773
Sample13,0.000185
Sample14,0.001368373
Sample15,0.000613
Sample16,0.001721291
Sample17,0.001951575
Sample18,0
Sample19,0.000125
Sample20,0.000278
Sample21,0.000137
Sample22,0
Sample23,0.000164
Sample24,0.000148
Sample25,0
Sample26,0.000656
Sample27,0.000663
Sample28,0.0000666
Sample29,0.000229
Sample30,0.004528956
Sample31,0.0000921
Sample32,0.000833
Sample33,0.000272
Sample34,0
Sample35,0.0000725
Sample36,0.001908982
Sample37,0.0000274
Sample38,0.0000769
Sample39,0.004894359
Sample40,0.003498548
Sample41,0.013482738
Sample42,0.000132
Sample43,0.000217
Sample44,0
Sample45,0.003916855
Sample46,0.003197948
Sample47,0.001860329
Sample48,0.004038695
Sample49,0
Sample50,0.000475
Sample51,0.0000576
Sample52,0.003225702
Sample53,0.002665059
Sample54,0.005019003
Sample55,0.00557578
Sample56,0.000225
Sample57,0.002401611
Sample58,0.000819
Sample59,0.000669
Sample60,0.002313386
Sample61,0.001342313
Sample62,0.049339214
Sample63,0.004546783
Sample64,0.001705449
Sample65,0.018322555
Sample66,0.005387335
Sample67,0.007622203
Sample68,0.005261904
Sample69,0.00103999
Sample70,0.008614501
Sample71,0.010874253
Sample72,0.00319914
Sample73,0.002005303
Sample74,0.006408756
Sample75,0.004638627
Sample76,0.0053174
Sample77,0.000354
Sample78,0.000439
Sample79,0.002217556
Sample80,0.000688
Sample81,0.002112287
Sample82,0.000508
Sample83,0.100442337
Sample84,0.001379894
Sample85,0.002083433
Sample86,0.000192
Sample87,0.001217202
Sample88,0.00226526
Sample89,0.002433442
Sample90,0.000823
Sample91,0.000321
Sample92,0.072840184
Sample93,0.002399025
Sample94,0.0000457
Sample95,0.003655431
Sample96,0.002562485
Sample97,0.001587688
Sample98,0.004932241
Sample99,0
