SAMPLE,VALUE
Sample1,0.000107
Sample2,0
Sample3,0
Sample4,0
Sample5,0.000216
Sample6,0.000127
Sample7,0
Sample8,0.000137
Sample9,0
Sample10,0
Sample11,0.000409
Sample12,0
Sample13,0.000185
Sample14,0.0000652
Sample15,0.0000943
Sample16,0.000397
Sample17,0
Sample18,0
Sample19,0.000125
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0.0000457
Sample30,0
Sample31,0.0000614
Sample32,0
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.000477
Sample37,0
Sample38,0
Sample39,0.000239
Sample40,0
Sample41,0.001758618
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000492
Sample47,0.00062
Sample48,0
Sample49,0
Sample50,0.0000396
Sample51,0.0000768
Sample52,0
Sample53,0
Sample54,0
Sample55,0
Sample56,0
Sample57,0
Sample58,0.000364
Sample59,0.0000478
Sample60,0.000122
Sample61,0.000212
Sample62,0.000101
Sample63,0.000406
Sample64,0
Sample65,0.000688
Sample66,0.000243
Sample67,0
Sample68,0.000794
Sample69,0.00052
Sample70,0.00012
Sample71,0.001235711
Sample72,0.000183
Sample73,0
Sample74,0
Sample75,0.000316
Sample76,0.000354
Sample77,0.000157
Sample78,0
Sample79,0
Sample80,0.000181
Sample81,0.000211
Sample82,0.000254
Sample83,0.000139
Sample84,0
Sample85,0.000248
Sample86,0
Sample87,0.0000839
Sample88,0.000103
Sample89,0
Sample90,0
Sample91,0
Sample92,0
Sample93,0.000104
Sample94,0
Sample95,0.00017
Sample96,0
Sample97,0.000529
Sample98,0.000318
Sample99,0.001592089
