SAMPLE,VALUE
Sample1,0.014014947
Sample2,0.004779267
Sample3,0.012436485
Sample4,0.016800624
Sample5,0.004206997
Sample6,0.007636988
Sample7,0.000123
Sample8,0.00443862
Sample9,0.000247
Sample10,0.005082513
Sample11,0.007604488
Sample12,0.001535538
Sample13,0.001666209
Sample14,0.000521
Sample15,0.00099
Sample16,0.005163874
Sample17,0.003512835
Sample18,0.001798804
Sample19,0.008292815
Sample20,0.008745077
Sample21,0.005705353
Sample22,0.001204119
Sample23,0.001362791
Sample24,0.010108016
Sample25,0.002002884
Sample26,0.001711874
Sample27,0.008284743
Sample28,0.000621
Sample29,0.006128073
Sample30,0.002782073
Sample31,0.000491
Sample32,0.000833
Sample33,0.000409
Sample34,0.0000294
Sample35,0.000507
Sample36,0.009783533
Sample37,0.0000274
Sample38,0.000128
Sample39,0.005252483
Sample40,0.007996681
Sample41,0.010551708
Sample42,0.000529
Sample43,0.000759
Sample44,0.0000841
Sample45,0.005359907
Sample46,0.004345929
Sample47,0.003968702
Sample48,0.005464117
Sample49,0.000388
Sample50,0.001503584
Sample51,0.000634
Sample52,0.005278422
Sample53,0.001165963
Sample54,0.009201505
Sample55,0.003961738
Sample56,0.003820694
Sample57,0.008577183
Sample58,0.002365729
Sample59,0.001910715
Sample60,0.005844343
Sample61,0.008972304
Sample62,0.004204471
Sample63,0.011772921
Sample64,0.009891602
Sample65,0.008504667
Sample66,0.00747432
Sample67,0.007046943
Sample68,0.00575831
Sample69,0.007149933
Sample70,0.009452022
Sample71,0.010256398
Sample72,0.004204584
Sample73,0.002054213
Sample74,0.004316101
Sample75,0.003320835
Sample76,0.004962907
Sample77,0.001179977
Sample78,0.000556
Sample79,0.00249475
Sample80,0.001304005
Sample81,0.002851588
Sample82,0.002669076
Sample83,0.007458244
Sample84,0.000809
Sample85,0.004018048
Sample86,0.001598154
Sample87,0.00117523
Sample88,0.006383914
Sample89,0.000959
Sample90,0.001126869
Sample91,0.001084617
Sample92,0.027054926
Sample93,0.003598537
Sample94,0.000457
Sample95,0.007140841
Sample96,0.00926437
Sample97,0.003043069
Sample98,0.007239257
Sample99,0.00727812
