SAMPLE,VALUE
Sample01,0.000643
Sample02,0.000296
Sample03,0.001776641
Sample04,0.0026881
Sample05,0.000755
Sample06,0.000382
Sample07,0
Sample08,0.000478
Sample09,0.00011
Sample10,0.001244697
Sample11,0.000736
Sample12,0.000307
Sample13,0.000231
Sample14,0.0000977
Sample15,0.000236
Sample16,0.000397
Sample17,0.000651
Sample18,0.001349103
Sample19,0.000624
Sample20,0.000648
Sample21,0.000593
Sample22,0.000317
Sample23,0.000109
Sample24,0.000738
Sample25,0
Sample26,0.0000856
Sample27,0.000911
Sample28,0.0000444
Sample29,0.000869
Sample30,0.0000647
Sample31,0
Sample32,0.0000725
Sample33,0.0000341
Sample34,0
Sample35,0.0000362
Sample36,0.000597
Sample37,0
Sample38,0
Sample39,0.000716
Sample40,0.0005
Sample41,0.000586
Sample42,0
Sample43,0.000108
Sample44,0
Sample45,0.000206
Sample46,0.000246
Sample47,0.000372
Sample48,0.000634
Sample49,0
Sample50,0.000119
Sample51,0.0000576
Sample52,0.000586
Sample53,0.00025
Sample54,0.000837
Sample55,0.000734
Sample56,0.000524
Sample57,0.000343
Sample58,0.000182
Sample59,0.0000955
Sample60,0.000731
Sample61,0.000495
Sample62,0.000253
Sample63,0.000487
Sample64,0.001705449
Sample65,0.000875
Sample66,0.003931298
Sample67,0.000575
Sample68,0.001092093
Sample69,0.00065
Sample70,0.001675042
Sample71,0.000741
Sample72,0.00064
Sample73,0.000147
Sample74,0.000654
Sample75,0.000422
Sample76,0.00062
Sample77,0
Sample78,0.0000585
Sample79,0.000158
Sample80,0.0000724
Sample81,0.000422
Sample82,0
Sample83,0.008922012
Sample84,0
Sample85,0.000149
Sample86,0
Sample87,0.000504
Sample88,0.00226526
Sample89,0
Sample90,0.0000867
Sample91,0.0000803
Sample92,0
Sample93,0.000104
Sample94,0
Sample95,0.000765
Sample96,0.001182685
Sample97,0.000794
Sample98,0.000398
Sample99,0.00091
