SAMPLE,VALUE
Sample1,0.000107
Sample2,0
Sample3,0
Sample4,0
Sample5,0
Sample6,0.000127
Sample7,0
Sample8,0
Sample9,0
Sample10,0.001037248
Sample11,0
Sample12,0.000132
Sample13,0.000139
Sample14,0
Sample15,0
Sample16,0
Sample17,0
Sample18,0
Sample19,0.000125
Sample20,0.0000463
Sample21,0.0000913
Sample22,0
Sample23,0
Sample24,0.0000738
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000222
Sample29,0.0000457
Sample30,0.0000647
Sample31,0
Sample32,0.0000725
Sample33,0
Sample34,0
Sample35,0.0000725
Sample36,0.000119
Sample37,0
Sample38,0.0000256
Sample39,0
Sample40,0.001
Sample41,0.001465515
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0.000082
Sample47,0.000372
Sample48,0.001187852
Sample49,0
Sample50,0.000119
Sample51,0.0000384
Sample52,0.00088
Sample53,0
Sample54,0.000558
Sample55,0.00278789
Sample56,0.00015
Sample57,0
Sample58,0.000273
Sample59,0.0000955
Sample60,0.000244
Sample61,0.000141
Sample62,0.000355
Sample63,0.001136696
Sample64,0
Sample65,0.00075
Sample66,0.000777
Sample67,0.001294336
Sample68,0.000596
Sample69,0
Sample70,0.000838
Sample71,0.001482853
Sample72,0.000274
Sample73,0.000196
Sample74,0.001307909
Sample75,0.000158
Sample76,0.00062
Sample77,0.0000787
Sample78,0.0000293
Sample79,0
Sample80,0
Sample81,0.000106
Sample82,0
Sample83,0
Sample84,0
Sample85,0.000198
Sample86,0
Sample87,0
Sample88,0.000515
Sample89,0.000221
Sample90,0
Sample91,0.0000402
Sample92,0.001456804
Sample93,0.000104
Sample94,0
Sample95,0.000595
Sample96,0.000394
Sample97,0
Sample98,0.002466121
Sample99,0.000682
