SAMPLE,VALUE
Sample01,0.000134
Sample02,0
Sample03,0.000178
Sample04,0
Sample05,0.004530612
Sample06,0.003945777
Sample07,0.000102
Sample08,0.001570589
Sample09,0.000219
Sample10,0.003630366
Sample11,0.001390068
Sample12,0.000614
Sample13,0.000879
Sample14,0.000424
Sample15,0.000707
Sample16,0.002118512
Sample17,0.00364294
Sample18,0.003147907
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.000542
Sample27,0.000166
Sample28,0.0000444
Sample29,0.0000457
Sample30,0.00097
Sample31,0.000154
Sample32,0.000254
Sample33,0
Sample34,0
Sample35,0.00029
Sample36,0.000477
Sample37,0
Sample38,0.000103
Sample39,0.001790619
Sample40,0.003498548
Sample41,0.014068944
Sample42,0.000132
Sample43,0.000108
Sample44,0
Sample45,0
Sample46,0.001721972
Sample47,0.001488263
Sample48,0.002613274
Sample49,0
Sample50,0.000752
Sample51,0.000346
Sample52,0
Sample53,0
Sample54,0.005019003
Sample55,0.00278789
Sample56,0.002397298
Sample57,0.002401611
Sample58,0.000455
Sample59,0.000478
Sample60,0.0017046
Sample61,0.000706
Sample62,0.000557
Sample63,0.001948621
Sample64,0.001705449
Sample65,0.000875
Sample66,0.001456036
Sample67,0.002157227
Sample68,0.003176999
Sample69,0.001299988
Sample70,0.004067959
Sample71,0.006302124
Sample72,0.001919484
Sample73,0.001809664
Sample74,0.004970055
Sample75,0.001739485
Sample76,0.00478566
Sample77,0.000669
Sample78,0.00038
Sample79,0.001663167
Sample80,0.00029
Sample81,0.001372987
Sample82,0.00228778
Sample83,0.000767
Sample84,0.0000952
Sample85,0.0000992
Sample86,0.000831
Sample87,0.000504
Sample88,0.000103
Sample89,0.000111
Sample90,0
Sample91,0.000161
Sample92,0.000208
Sample93,0.000574
Sample94,0.0000457
Sample95,0.000425
Sample96,0
Sample97,0.000794
Sample98,0.001511493
Sample99,0.000227
