SAMPLE,VALUE
Sample01,0.003242464
Sample02,0.000246
Sample03,0.002131969
Sample04,0.001120042
Sample05,0.000539
Sample06,0.001781964
Sample07,0.0000204
Sample08,0.000205
Sample09,0.0000274
Sample10,0.001244697
Sample11,0.000491
Sample12,0.000132
Sample13,0.000648
Sample14,0.0000652
Sample15,0.00033
Sample16,0.000662
Sample17,0.00039
Sample18,0
Sample19,0.000249
Sample20,0.00037
Sample21,0.000274
Sample22,0
Sample23,0
Sample24,0.000221
Sample25,0
Sample26,0.0000856
Sample27,0.000249
Sample28,0.0000888
Sample29,0.000366
Sample30,0.0000647
Sample31,0.0000307
Sample32,0.0000362
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000358
Sample37,0
Sample38,0
Sample39,0.000836
Sample40,0.001
Sample41,0.001465515
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000206
Sample46,0.00041
Sample47,0.000496
Sample48,0.000554
Sample49,0
Sample50,0.0000396
Sample51,0.0000768
Sample52,0
Sample53,0.0000833
Sample54,0.001951834
Sample55,0.00088
Sample56,0.00015
Sample57,0.000172
Sample58,0.000182
Sample59,0.000334
Sample60,0.000244
Sample61,0.001059721
Sample62,0.000507
Sample63,0.001055503
Sample64,0
Sample65,0.000313
Sample66,0.000777
Sample67,0.000575
Sample68,0.001489218
Sample69,0
Sample70,0.000359
Sample71,0.002100708
Sample72,0.000548
Sample73,0.0000489
Sample74,0.0014387
Sample75,0.000211
Sample76,0.000354
Sample77,0.000157
Sample78,0.0000585
Sample79,0.000396
Sample80,0.0000362
Sample81,0.000634
Sample82,0.000127
Sample83,0.000558
Sample84,0
Sample85,0.000347
Sample86,0.000128
Sample87,0.000168
Sample88,0.000515
Sample89,0.000479
Sample90,0.000477
Sample91,0.000121
Sample92,0.000624
Sample93,0.000469
Sample94,0.0000457
Sample95,0.000765
Sample96,0.000591
Sample97,0.000397
Sample98,0.000716
Sample99,0.000227
