SAMPLE,VALUE
Sample01,0.000724
Sample02,0
Sample03,0.000711
Sample04,0.000672
Sample05,0
Sample06,0
Sample07,0
Sample08,0
Sample09,0
Sample10,0
Sample11,0.000245
Sample12,0.0000877
Sample13,0
Sample14,0
Sample15,0
Sample16,0
Sample17,0.00104084
Sample18,0
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0
Sample47,0
Sample48,0
Sample49,0
Sample50,0
Sample51,0
Sample52,0.000586
Sample53,0
Sample54,0.000558
Sample55,0
Sample56,0
Sample57,0.000343
Sample58,0.000182
Sample59,0
Sample60,0
Sample61,0.000141
Sample62,0.000101
Sample63,0.00065
Sample64,0
Sample65,0.000375
Sample66,0.000534
Sample67,0
Sample68,0.000596
Sample69,0.00013
Sample70,0.000239
Sample71,0.000494
Sample72,0
Sample73,0
Sample74,0
Sample75,0
Sample76,0
Sample77,0
Sample78,0
Sample79,0
Sample80,0.0000724
Sample81,0
Sample82,0
Sample83,0
Sample84,0
Sample85,0
Sample86,0.000128
Sample87,0
Sample88,0.000206
Sample89,0.000147
Sample90,0
Sample91,0
Sample92,0
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0
Sample98,0
Sample99,0
