SAMPLE,VALUE
Sample01,0.42328893
Sample02,0.025867166
Sample03,0.109085741
Sample04,0.178982644
Sample05,0.104635572
Sample06,0.125755744
Sample07,0.000777
Sample08,0.069857056
Sample09,0.010800228
Sample10,0.085365474
Sample11,0.117583375
Sample12,0.033518592
Sample13,0.044015694
Sample14,0.008014755
Sample15,0.036683198
Sample16,0.071102566
Sample17,0.054123678
Sample18,0.057112021
Sample19,0.032797148
Sample20,0.034054902
Sample21,0.018576629
Sample22,0.00621072
Sample23,0.005723721
Sample24,0.042276591
Sample25,0.006676281
Sample26,0.006961621
Sample27,0.031399177
Sample28,0.004348785
Sample29,0.046829454
Sample30,0.037460938
Sample31,0.003684958
Sample32,0.017246164
Sample33,0.006742381
Sample34,0.0000588
Sample35,0.002971269
Sample36,0.084353147
Sample37,0.002107986
Sample38,0.001640918
Sample39,0.100752179
Sample40,0.435069446
Sample41,0.145085982
Sample42,0.005822586
Sample43,0.008947415
Sample44,0.000813
Sample45,0.082460115
Sample46,0.061335004
Sample47,0.052833343
Sample48,0.07420113
Sample49,0.004265633
Sample50,0.034819837
Sample51,0.0071422
Sample52,0.163044594
Sample53,0.014324691
Sample54,0.153916077
Sample55,0.152306832
Sample56,0.051991406
Sample57,0.116135053
Sample58,0.048315464
Sample59,0.032147782
Sample60,0.091926649
Sample61,0.31819887
Sample62,0.080898075
Sample63,0.207365789
Sample64,0.065148135
Sample65,0.098491547
Sample66,0.455836474
Sample67,0.16898281
Sample68,0.14763115
Sample69,0.050309527
Sample70,0.140942809
Sample71,0.246771397
Sample72,0.076779362
Sample73,0.047100161
Sample74,0.139030761
Sample75,0.088397476
Sample76,0.138784141
Sample77,0.013884393
Sample78,0.020127482
Sample79,0.068150238
Sample80,0.013547166
Sample81,0.194752868
Sample82,0.047916277
Sample83,0.456556076
Sample84,0.045108253
Sample85,0.124807531
Sample86,0.043725488
Sample87,0.018467895
Sample88,0.120367672
Sample89,0.011356061
Sample90,0.016816352
Sample91,0.018920549
Sample92,0.096773388
Sample93,0.05335222
Sample94,0.001689876
Sample95,0.075658913
Sample96,0.095206182
Sample97,0.065756745
Sample98,0.089178106
Sample99,0.115767591
