SAMPLE,VALUE
Sample01,0.000429
Sample02,0
Sample03,0
Sample04,0.000224
Sample05,0.000108
Sample06,0.000509
Sample07,0
Sample08,0.00464348
Sample09,0
Sample10,0.000104
Sample11,0.000409
Sample12,0
Sample13,0.0000926
Sample14,0.0000326
Sample15,0.000141
Sample16,0.000265
Sample17,0.00039
Sample18,0
Sample19,0.0000624
Sample20,0
Sample21,0.000183
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0.0000222
Sample29,0.000183
Sample30,0.0000647
Sample31,0
Sample32,0.0000362
Sample33,0.00017
Sample34,0
Sample35,0
Sample36,0.007158683
Sample37,0.0000274
Sample38,0
Sample39,0
Sample40,0.00025
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000246
Sample47,0
Sample48,0.0000792
Sample49,0
Sample50,0.000237
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0.000293
Sample56,0
Sample57,0
Sample58,0
Sample59,0
Sample60,0
Sample61,0.000565
Sample62,0.000101
Sample63,0.000406
Sample64,0
Sample65,0.001063083
Sample66,0.0000971
Sample67,0
Sample68,0.000199
Sample69,0.00039
Sample70,0.00012
Sample71,0.001235711
Sample72,0.0000914
Sample73,0
Sample74,0
Sample75,0.000264
Sample76,0.0000886
Sample77,0
Sample78,0
Sample79,0
Sample80,0
Sample81,0.000106
Sample82,0
Sample83,0
Sample84,0.0000476
Sample85,0.006299903
Sample86,0
Sample87,0.000168
Sample88,0.000515
Sample89,0
Sample90,0.00013
Sample91,0.000121
Sample92,0.000416
Sample93,0.00073
Sample94,0
Sample95,0.000085
Sample96,0.004336513
Sample97,0.000662
Sample98,0.000239
Sample99,0
