SAMPLE,VALUE
Sample1,0.016453495
Sample2,0.000296
Sample3,0.001243649
Sample4,0.000896
Sample5,0.000216
Sample6,0.000382
Sample7,0
Sample8,0.002526599
Sample9,0.0000548
Sample10,0.000104
Sample11,0
Sample12,0
Sample13,0
Sample14,0
Sample15,0.0000472
Sample16,0.000132
Sample17,0.00013
Sample18,0
Sample19,0.000125
Sample20,0.0000925
Sample21,0.000228
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0.0000856
Sample27,0.000414
Sample28,0
Sample29,0.000366
Sample30,0.0000647
Sample31,0.0000921
Sample32,0.000109
Sample33,0
Sample34,0
Sample35,0.0000362
Sample36,0.000954
Sample37,0
Sample38,0
Sample39,0.000716
Sample40,0.00075
Sample41,0.001172412
Sample42,0
Sample43,0.000217
Sample44,0.0000561
Sample45,0
Sample46,0.000738
Sample47,0.000248
Sample48,0.000158
Sample49,0
Sample50,0.0000791
Sample51,0.0000192
Sample52,0
Sample53,0
Sample54,0.000837
Sample55,0.000587
Sample56,0.0000749
Sample57,0.000686
Sample58,0.000273
Sample59,0.001289733
Sample60,0.000122
Sample61,0.00219009
Sample62,0.000152
Sample63,0.000974
Sample64,0
Sample65,0.000688
Sample66,0.000728
Sample67,0.000863
Sample68,0.000596
Sample69,0
Sample70,0.000239
Sample71,0.008402832
Sample72,0
Sample73,0.000538
Sample74,0
Sample75,0.000422
Sample76,0.000532
Sample77,0
Sample78,0.000117
Sample79,0.000911
Sample80,0.000109
Sample81,0.000422
Sample82,0.00089
Sample83,0.010037263
Sample84,0.0000952
Sample85,0.000149
Sample86,0
Sample87,0
Sample88,0.001235596
Sample89,0
Sample90,0.00013
Sample91,0
Sample92,0.000208
Sample93,0.001303818
Sample94,0
Sample95,0.000765
Sample96,0.000197
Sample97,0.000265
Sample98,0.000636
Sample99,0.000455
