SAMPLE,VALUE
Sample01,0.000429
Sample02,0
Sample03,0.000355
Sample04,0
Sample05,0.000108
Sample06,0.000255
Sample07,0
Sample08,0.000273
Sample09,0.0000548
Sample10,0.000311
Sample11,0
Sample12,0.000219
Sample13,0.000139
Sample14,0
Sample15,0.000283
Sample16,0
Sample17,0.000911
Sample18,0
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0.000166
Sample28,0
Sample29,0.0000457
Sample30,0.000129
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000119
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0
Sample42,0
Sample43,0.000217
Sample44,0
Sample45,0
Sample46,0
Sample47,0
Sample48,0.000158
Sample49,0
Sample50,0
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0
Sample56,0
Sample57,0
Sample58,0.000091
Sample59,0.0000955
Sample60,0
Sample61,0.000141
Sample62,0
Sample63,0
Sample64,0
Sample65,0.0000625
Sample66,0.000146
Sample67,0.000575
Sample68,0.000397
Sample69,0
Sample70,0
Sample71,0.000247
Sample72,0
Sample73,0
Sample74,0.003662146
Sample75,0.000211
Sample76,0.0000886
Sample77,0
Sample78,0
Sample79,0.0000792
Sample80,0.0000724
Sample81,0.000528
Sample82,0.000381
Sample83,0.000139
Sample84,0
Sample85,0.0000992
Sample86,0.0000639
Sample87,0.000168
Sample88,0
Sample89,0.0000369
Sample90,0.0000867
Sample91,0
Sample92,0.000416
Sample93,0
Sample94,0
Sample95,0
Sample96,0.000394
Sample97,0
Sample98,0
Sample99,0
