SAMPLE,VALUE
Sample1,0.000911
Sample2,0.0000493
Sample3,0
Sample4,0
Sample5,0.000216
Sample6,0.000891
Sample7,0
Sample8,0.004370334
Sample9,0
Sample10,0.00083
Sample11,0.000245
Sample12,0.0000877
Sample13,0.000185
Sample14,0.0000652
Sample15,0.000472
Sample16,0
Sample17,0.00039
Sample18,0.000899
Sample19,0.000436
Sample20,0.000278
Sample21,0.000365
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0
Sample29,0
Sample30,0.0000647
Sample31,0
Sample32,0
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.000358
Sample37,0
Sample38,0.0000513
Sample39,0
Sample40,0
Sample41,0.001465515
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0.000082
Sample47,0.000372
Sample48,0.000634
Sample49,0
Sample50,0.000119
Sample51,0.0000192
Sample52,0.000586
Sample53,0
Sample54,0
Sample55,0.00044
Sample56,0
Sample57,0.000858
Sample58,0
Sample59,0.000382
Sample60,0.000244
Sample61,0.002896571
Sample62,0.000355
Sample63,0.006820175
Sample64,0
Sample65,0.000188
Sample66,0.00034
Sample67,0.000719
Sample68,0.001489218
Sample69,0.00026
Sample70,0.000957
Sample71,0.000247
Sample72,0.000274
Sample73,0.0000489
Sample74,0.000131
Sample75,0.000211
Sample76,0
Sample77,0.000157
Sample78,0.0000585
Sample79,0.000119
Sample80,0
Sample81,0.000528
Sample82,0.000254
Sample83,0.000139
Sample84,0.0000476
Sample85,0.006696747
Sample86,0
Sample87,0
Sample88,0.000206
Sample89,0.000295
Sample90,0.0000433
Sample91,0.000161
Sample92,0.274087208
Sample93,0.000104
Sample94,0
Sample95,0
Sample96,0.000394
Sample97,0.000529
Sample98,0.000477
Sample99,0.000455
