SAMPLE,VALUE
Sample1,0.001125483
Sample2,0.000591
Sample3,0.002664961
Sample4,0.003360125
Sample5,0
Sample6,0
Sample7,0
Sample8,0.000751
Sample9,0
Sample10,0
Sample11,0
Sample12,0
Sample13,0
Sample14,0
Sample15,0.000189
Sample16,0
Sample17,0.00026
Sample18,0
Sample19,0.004738751
Sample20,0.001017945
Sample21,0.000502
Sample22,0
Sample23,0.000273
Sample24,0.000221
Sample25,0
Sample26,0.000257
Sample27,0.001242711
Sample28,0.0000666
Sample29,0.001737812
Sample30,0.000776
Sample31,0.0000614
Sample32,0.00029
Sample33,0.000136
Sample34,0
Sample35,0.000109
Sample36,0.001193114
Sample37,0.0000274
Sample38,0
Sample39,0.002029369
Sample40,0.001
Sample41,0.002637927
Sample42,0.001058652
Sample43,0.000163
Sample44,0
Sample45,0.001236902
Sample46,0.00041
Sample47,0.00062
Sample48,0.001425422
Sample49,0
Sample50,0.000158
Sample51,0.00025
Sample52,0.00205272
Sample53,0.000167
Sample54,0.001673001
Sample55,0.001173848
Sample56,0.011611913
Sample57,0.002230067
Sample58,0.001273854
Sample59,0.000717
Sample60,0.001948114
Sample61,0.001483609
Sample62,0.000507
Sample63,0.001867429
Sample64,0
Sample65,0.001563358
Sample66,0.00106776
Sample67,0.002157227
Sample68,0.001588499
Sample69,0
Sample70,0.005503709
Sample71,0.002471421
Sample72,0.001645272
Sample73,0.000685
Sample74,0.001307909
Sample75,0.000738
Sample76,0.001683843
Sample77,0.000275
Sample78,0.000205
Sample79,0.000713
Sample80,0.000254
Sample81,0
Sample82,0.000127
Sample83,0
Sample84,0.001237146
Sample85,0.000794
Sample86,0
Sample87,0
Sample88,0.002471193
Sample89,0.000295
Sample90,0.000173
Sample91,0.001647012
Sample92,0.002081148
Sample93,0.000626
Sample94,0
Sample95,0.003230381
Sample96,0.003153828
Sample97,0.001455381
Sample98,0.001352389
Sample99,0.001364647
