SAMPLE,VALUE
Sample1,0.000804
Sample2,0
Sample3,0
Sample4,0
Sample5,0
Sample6,0
Sample7,0
Sample8,0.004370334
Sample9,0
Sample10,0.000311
Sample11,0.000164
Sample12,0.0000877
Sample13,0.000185
Sample14,0
Sample15,0
Sample16,0
Sample17,0.00039
Sample18,0
Sample19,0.000436
Sample20,0.000185
Sample21,0.000365
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000358
Sample37,0
Sample38,0.0000513
Sample39,0
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0
Sample47,0
Sample48,0.000475
Sample49,0
Sample50,0.0000791
Sample51,0.0000192
Sample52,0
Sample53,0
Sample54,0
Sample55,0
Sample56,0
Sample57,0.000686
Sample58,0
Sample59,0.000239
Sample60,0.000122
Sample61,0.000636
Sample62,0.000355
Sample63,0.006333019
Sample64,0
Sample65,0.0000625
Sample66,0.000194
Sample67,0
Sample68,0.000794
Sample69,0.00026
Sample70,0.000838
Sample71,0.000247
Sample72,0.000274
Sample73,0
Sample74,0.000131
Sample75,0.0000527
Sample76,0
Sample77,0
Sample78,0
Sample79,0.0000396
Sample80,0
Sample81,0
Sample82,0
Sample83,0.000139
Sample84,0
Sample85,0.006200692
Sample86,0
Sample87,0
Sample88,0.000206
Sample89,0.000258
Sample90,0.0000433
Sample91,0.000161
Sample92,0.264722042
Sample93,0.000104
Sample94,0
Sample95,0
Sample96,0.000394
Sample97,0
Sample98,0.000318
Sample99,0
