SAMPLE,VALUE
Sample1,0.000348
Sample2,0
Sample3,0
Sample4,0.000448
Sample5,0.000216
Sample6,0.000764
Sample7,0
Sample8,0
Sample9,0.0000548
Sample10,0.003630366
Sample11,0.000245
Sample12,0.000921
Sample13,0.000185
Sample14,0.0000652
Sample15,0
Sample16,0
Sample17,0.00039
Sample18,0
Sample19,0
Sample20,0.0000463
Sample21,0
Sample22,0
Sample23,0.000164
Sample24,0
Sample25,0
Sample26,0.000428
Sample27,0.000166
Sample28,0.0000444
Sample29,0.0000915
Sample30,0.0000647
Sample31,0.0000307
Sample32,0.00029
Sample33,0.000238
Sample34,0
Sample35,0
Sample36,0.000954
Sample37,0
Sample38,0
Sample39,0.000955
Sample40,0.001499378
Sample41,0.009672399
Sample42,0
Sample43,0
Sample44,0
Sample45,0.001443052
Sample46,0.000082
Sample47,0.000992
Sample48,0.002771654
Sample49,0
Sample50,0.000198
Sample51,0.0000384
Sample52,0.001466228
Sample53,0.000333
Sample54,0.001673001
Sample55,0.001907504
Sample56,0.00015
Sample57,0.001200806
Sample58,0.000091
Sample59,0.000287
Sample60,0.001217572
Sample61,0.000283
Sample62,0.000152
Sample63,0.002029814
Sample64,0
Sample65,0.002438838
Sample66,0.001358967
Sample67,0.004314455
Sample68,0.004070529
Sample69,0.00026
Sample70,0.007298397
Sample71,0.007167121
Sample72,0.002650716
Sample73,0.001369475
Sample74,0.005231637
Sample75,0.001106945
Sample76,0.003367687
Sample77,0.000275
Sample78,0.000146
Sample79,0.001781964
Sample80,0.000507
Sample81,0.000211
Sample82,0
Sample83,0.000279
Sample84,0.0000952
Sample85,0.001240138
Sample86,0
Sample87,0
Sample88,0.000515
Sample89,0.000848
Sample90,0.0000433
Sample91,0.0000402
Sample92,0.002497378
Sample93,0.001303818
Sample94,0
Sample95,0.00195523
Sample96,0.001971142
Sample97,0.000794
Sample98,0.003579853
Sample99,0
