SAMPLE,VALUE
Sample01,0.006940481
Sample02,0.000148
Sample03,0.000355
Sample04,0
Sample05,0.000647
Sample06,0.002163813
Sample07,0.0000204
Sample08,0.000615
Sample09,0.001425411
Sample10,0.000726
Sample11,0.00188068
Sample12,0.000614
Sample13,0.0000463
Sample14,0.0000326
Sample15,0.000236
Sample16,0.006885165
Sample17,0.003512835
Sample18,0
Sample19,0.000249
Sample20,0.000278
Sample21,0.000137
Sample22,0.0000634
Sample23,0.000218
Sample24,0.000221
Sample25,0
Sample26,0.0000856
Sample27,0.0000828
Sample28,0
Sample29,0.000229
Sample30,0.000453
Sample31,0.0000307
Sample32,0.000109
Sample33,0.000102
Sample34,0.0000294
Sample35,0
Sample36,0.001073802
Sample37,0
Sample38,0
Sample39,0.000836
Sample40,0
Sample41,0.002051721
Sample42,0.000265
Sample43,0.0000542
Sample44,0
Sample45,0.008452162
Sample46,0.000738
Sample47,0.000248
Sample48,0.000634
Sample49,0.000388
Sample50,0.000198
Sample51,0.0000384
Sample52,0
Sample53,0.000416
Sample54,0.001115334
Sample55,0.000587
Sample56,0.000899
Sample57,0.001029262
Sample58,0.000637
Sample59,0.000334
Sample60,0.000609
Sample61,0.004662772
Sample62,0.000405
Sample63,0.000487
Sample64,0.007162884
Sample65,0.001750961
Sample66,0.002766469
Sample67,0.001006706
Sample68,0.001886343
Sample69,0.00052
Sample70,0.004785834
Sample71,0.004942842
Sample72,0.000823
Sample73,0.001760754
Sample74,0.000785
Sample75,0.001792197
Sample76,0.001152103
Sample77,0.0000393
Sample78,0.0000585
Sample79,0.000475
Sample80,0.000254
Sample81,0.000528
Sample82,0.00089
Sample83,0.008573496
Sample84,0.000238
Sample85,0.002281855
Sample86,0
Sample87,0.001930734
Sample88,0.003294923
Sample89,0.000147
Sample90,0.000173
Sample91,0.000121
Sample92,0.000624
Sample93,0.00114736
Sample94,0
Sample95,0.00246529
Sample96,0.001576914
Sample97,0.000662
Sample98,0.001193284
Sample99,0.000227
