SAMPLE,VALUE
Sample1,0
Sample2,0
Sample3,0
Sample4,0
Sample5,0.000108
Sample6,0.000127
Sample7,0
Sample8,0
Sample9,0.0000274
Sample10,0
Sample11,0.000164
Sample12,0
Sample13,0.0000926
Sample14,0
Sample15,0.000141
Sample16,0.000132
Sample17,0
Sample18,0.00045
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000119
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0.0005
Sample41,0.000293
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0
Sample47,0.000248
Sample48,0
Sample49,0
Sample50,0.0000791
Sample51,0
Sample52,0
Sample53,0.0000833
Sample54,0
Sample55,0
Sample56,0.00015
Sample57,0.000172
Sample58,0.000091
Sample59,0
Sample60,0.000122
Sample61,0.000141
Sample62,0.000152
Sample63,0.000406
Sample64,0
Sample65,0.00025
Sample66,0.0000485
Sample67,0.000144
Sample68,0.000199
Sample69,0
Sample70,0
Sample71,0
Sample72,0
Sample73,0.0000489
Sample74,0
Sample75,0.000158
Sample76,0
Sample77,0.0000393
Sample78,0.0000293
Sample79,0
Sample80,0.0000362
Sample81,0
Sample82,0
Sample83,0
Sample84,0
Sample85,0.000149
Sample86,0.0000639
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0
Sample92,0.000832
Sample93,0.000104
Sample94,0
Sample95,0.00034
Sample96,0
Sample97,0.000132
Sample98,0.000239
Sample99,0
