SAMPLE,VALUE
Sample01,0.025430564
Sample02,0.000542
Sample03,0.000711
Sample04,0.000224
Sample05,0.000108
Sample06,0.000509
Sample07,0
Sample08,0.000546
Sample09,0.0000822
Sample10,0.000622
Sample11,0.000818
Sample12,0.000526
Sample13,0.000324
Sample14,0.00013
Sample15,0.000141
Sample16,0.000397
Sample17,0.000781
Sample18,0
Sample19,0.0000624
Sample20,0.0000925
Sample21,0.000183
Sample22,0
Sample23,0.000164
Sample24,0.000443
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0.0000666
Sample29,0.0000457
Sample30,0.000453
Sample31,0.0000614
Sample32,0.000181
Sample33,0.000204
Sample34,0
Sample35,0.0000362
Sample36,0.002266916
Sample37,0
Sample38,0
Sample39,0.004178112
Sample40,0.001249481
Sample41,0.001465515
Sample42,0
Sample43,0.000108
Sample44,0.000112
Sample45,0.000412
Sample46,0.000902
Sample47,0.00062
Sample48,0.001029471
Sample49,0
Sample50,0.00095
Sample51,0.0000192
Sample52,0.00205272
Sample53,0
Sample54,0.001115334
Sample55,0.000734
Sample56,0.000749
Sample57,0.000343
Sample58,0.000546
Sample59,0.0000955
Sample60,0.000852
Sample61,0.009820081
Sample62,0.001165094
Sample63,0.005845864
Sample64,0.000341
Sample65,0.001188152
Sample66,0.001213364
Sample67,0.000575
Sample68,0.001489218
Sample69,0.00039
Sample70,0.000239
Sample71,0.045597719
Sample72,0.001462464
Sample73,0.000978
Sample74,0.000785
Sample75,0.000527
Sample76,0.001152103
Sample77,0.000551
Sample78,0.0000878
Sample79,0.000436
Sample80,0.000398
Sample81,0.000634
Sample82,0.002669076
Sample83,0.002718425
Sample84,0.000476
Sample85,0.000446
Sample86,0.000128
Sample87,0.000462
Sample88,0.000824
Sample89,0
Sample90,0.000347
Sample91,0.0000402
Sample92,0.001664919
Sample93,0.000574
Sample94,0.0000457
Sample95,0.00110513
Sample96,0.000788
Sample97,0.001058459
Sample98,0.00103418
Sample99,0.000682
