SAMPLE,VALUE
Sample1,0.001822211
Sample2,0.0000493
Sample3,0
Sample4,0
Sample5,0.000216
Sample6,0.000891
Sample7,0
Sample8,0.000273
Sample9,0
Sample10,0
Sample11,0.000245
Sample12,0
Sample13,0
Sample14,0
Sample15,0.000189
Sample16,0
Sample17,0
Sample18,0
Sample19,0
Sample20,0.000185
Sample21,0.0000913
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0000285
Sample27,0
Sample28,0.0000222
Sample29,0.0000457
Sample30,0.000129
Sample31,0
Sample32,0.000217
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.001073802
Sample37,0.0000548
Sample38,0
Sample39,0.000477
Sample40,0.00025
Sample41,0
Sample42,0
Sample43,0.000108
Sample44,0
Sample45,0.000412
Sample46,0.000164
Sample47,0.000124
Sample48,0.0000792
Sample49,0
Sample50,0.0000396
Sample51,0
Sample52,0
Sample53,0.0000833
Sample54,0
Sample55,0
Sample56,0.00015
Sample57,0.000858
Sample58,0.000182
Sample59,0
Sample60,0.000122
Sample61,0.001907498
Sample62,0.004255127
Sample63,0.003085317
Sample64,0
Sample65,0.00025
Sample66,0.000825
Sample67,0.001294336
Sample68,0.000695
Sample69,0.00026
Sample70,0.000838
Sample71,0.003212847
Sample72,0.0000914
Sample73,0.00044
Sample74,0.000916
Sample75,0.001054233
Sample76,0.000354
Sample77,0.000157
Sample78,0.000322
Sample79,0.000832
Sample80,0.000109
Sample81,0
Sample82,0.000127
Sample83,0.000349
Sample84,0.000238
Sample85,0.000397
Sample86,0
Sample87,0
Sample88,0.000515
Sample89,0.004240088
Sample90,0.0000867
Sample91,0.0000402
Sample92,0.000208
Sample93,0.000209
Sample94,0
Sample95,0.00034
Sample96,0.000197
Sample97,0.003175376
Sample98,0.0000796
Sample99,0
