SAMPLE,VALUE
Sample01,0.021652156
Sample02,0.000838
Sample03,0.005507586
Sample04,0.00403215
Sample05,0.083708457
Sample06,0.023929231
Sample07,0.001553281
Sample08,0.0297729
Sample09,0.000987
Sample10,0.042734599
Sample11,0.05364026
Sample12,0.005659553
Sample13,0.039665036
Sample14,0.003551253
Sample15,0.008439965
Sample16,0.030453613
Sample17,0.01144924
Sample18,0.030129964
Sample19,0.001371744
Sample20,0.001203026
Sample21,0.000867
Sample22,0.000444
Sample23,0
Sample24,0.002656121
Sample25,0
Sample26,0.000685
Sample27,0.001988338
Sample28,0.000244
Sample29,0.003109768
Sample30,0.009899004
Sample31,0.000307
Sample32,0.001485489
Sample33,0.000919
Sample34,0
Sample35,0.000181
Sample36,0.077075153
Sample37,0.0000548
Sample38,0.000538
Sample39,0.004536236
Sample40,0.010245748
Sample41,0.012603429
Sample42,0.000132
Sample43,0.000651
Sample44,0.0000841
Sample45,0.065349641
Sample46,0.003525943
Sample47,0.003720658
Sample48,0.005939258
Sample49,0.001551139
Sample50,0.001424448
Sample51,0.000557
Sample52,0.003518948
Sample53,0.001415812
Sample54,0.00641317
Sample55,0.011445022
Sample56,0.002472214
Sample57,0.00377396
Sample58,0.002911666
Sample59,0.00472902
Sample60,0.0051138
Sample61,0.018085904
Sample62,0.004559065
Sample63,0.003897243
Sample64,0.040589676
Sample65,0.007941858
Sample66,0.044554715
Sample67,0.007766018
Sample68,0.011318057
Sample69,0.019889813
Sample70,0.007298397
Sample71,0.010874253
Sample72,0.007495128
Sample73,0.00288568
Sample74,0.005754801
Sample75,0.003584394
Sample76,0.017458797
Sample77,0.000944
Sample78,0.001696794
Sample79,0.003563929
Sample80,0.008765813
Sample81,0.065164056
Sample82,0.009659515
Sample83,0.007179431
Sample84,0.032594043
Sample85,0.019197343
Sample86,0.030876332
Sample87,0.002014679
Sample88,0.047570457
Sample89,0.009660026
Sample90,0.012742288
Sample91,0.013417119
Sample92,0.040998618
Sample93,0.023051497
Sample94,0.00255765
Sample95,0.026098074
Sample96,0.056768903
Sample97,0.004101527
Sample98,0.007398362
Sample99,0.002046971
