SAMPLE,VALUE
Sample01,0.001982994
Sample02,0.0000985
Sample03,0.000178
Sample04,0
Sample05,0.002912537
Sample06,0.000891
Sample07,0.0000409
Sample08,0.002048594
Sample09,0
Sample10,0.003008018
Sample11,0.003352516
Sample12,0.000307
Sample13,0.002684448
Sample14,0.0000977
Sample15,0.000472
Sample16,0.001986105
Sample17,0.000651
Sample18,0.003147907
Sample19,0
Sample20,0
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0000285
Sample27,0
Sample28,0.0000444
Sample29,0.000183
Sample30,0.001423386
Sample31,0
Sample32,0.0000725
Sample33,0.000136
Sample34,0
Sample35,0
Sample36,0.007635928
Sample37,0
Sample38,0
Sample39,0.000358
Sample40,0.0005
Sample41,0.001758618
Sample42,0
Sample43,0.000108
Sample44,0.000028
Sample45,0.004123006
Sample46,0.000082
Sample47,0.00062
Sample48,0.000238
Sample49,0.000388
Sample50,0.000119
Sample51,0.0000576
Sample52,0.000293
Sample53,0.0000833
Sample54,0.000279
Sample55,0.000587
Sample56,0.000225
Sample57,0.000343
Sample58,0.000182
Sample59,0.000239
Sample60,0.000365
Sample61,0.000353
Sample62,0.000557
Sample63,0.000325
Sample64,0.002046538
Sample65,0.000438
Sample66,0.003251815
Sample67,0.000575
Sample68,0.0000993
Sample69,0.001169989
Sample70,0.000718
Sample71,0.000865
Sample72,0.000457
Sample73,0.000196
Sample74,0.000392
Sample75,0.000158
Sample76,0.000975
Sample77,0.000118
Sample78,0.000117
Sample79,0.000436
Sample80,0.000398
Sample81,0.001584215
Sample82,0.000127
Sample83,0.0000697
Sample84,0.001094399
Sample85,0.001587377
Sample86,0.000639
Sample87,0.0000839
Sample88,0.004736452
Sample89,0.000406
Sample90,0.001213551
Sample91,0.000643
Sample92,0.001456804
Sample93,0.003129162
Sample94,0.0000457
Sample95,0.00246529
Sample96,0.003745171
Sample97,0.000529
Sample98,0.000398
Sample99,0
