SAMPLE,VALUE
Sample01,0.000188
Sample02,0
Sample03,0
Sample04,0
Sample05,0.000108
Sample06,0.000509
Sample07,0
Sample08,0.000205
Sample09,0
Sample10,0.000415
Sample11,0.001308299
Sample12,0.0000439
Sample13,0
Sample14,0
Sample15,0
Sample16,0
Sample17,0
Sample18,0
Sample19,0
Sample20,0
Sample21,0.0000456
Sample22,0
Sample23,0.0000545
Sample24,0.0000738
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0
Sample47,0
Sample48,0.0000792
Sample49,0
Sample50,0.0000791
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0.000734
Sample56,0
Sample57,0
Sample58,0
Sample59,0
Sample60,0.000244
Sample61,0.000565
Sample62,0.0000507
Sample63,0
Sample64,0.000341
Sample65,0
Sample66,0.000388
Sample67,0
Sample68,0.000199
Sample69,0.00013
Sample70,0.00012
Sample71,0.000247
Sample72,0
Sample73,0
Sample74,0
Sample75,0.000105
Sample76,0
Sample77,0
Sample78,0
Sample79,0.000119
Sample80,0
Sample81,0.000211
Sample82,0.000254
Sample83,0
Sample84,0
Sample85,0.0000992
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0
Sample92,0
Sample93,0.000104
Sample94,0
Sample95,0.000255
Sample96,0.000394
Sample97,0
Sample98,0.000318
Sample99,0
