SAMPLE,VALUE
Sample1,0.000724
Sample2,0.000296
Sample3,0.000178
Sample4,0.00134405
Sample5,0.000108
Sample6,0.001145548
Sample7,0
Sample8,0.00041
Sample9,0
Sample10,0
Sample11,0.000164
Sample12,0.000132
Sample13,0.0000926
Sample14,0.0000326
Sample15,0.000424
Sample16,0.000265
Sample17,0.000781
Sample18,0
Sample19,0
Sample20,0.000278
Sample21,0.0000913
Sample22,0
Sample23,0
Sample24,0.000369
Sample25,0
Sample26,0
Sample27,0.000663
Sample28,0
Sample29,0.0000457
Sample30,0.000582
Sample31,0
Sample32,0.0000725
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000477
Sample37,0
Sample38,0
Sample39,0.000239
Sample40,0.001249481
Sample41,0.001172412
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0
Sample47,0.000248
Sample48,0.00095
Sample49,0
Sample50,0.000237
Sample51,0.000115
Sample52,0
Sample53,0.000167
Sample54,0.000558
Sample55,0
Sample56,0.000375
Sample57,0
Sample58,0.000364
Sample59,0.0000955
Sample60,0.000974
Sample61,0.002472682
Sample62,0.000253
Sample63,0.000162
Sample64,0.000682
Sample65,0.000625
Sample66,0.000825
Sample67,0.000575
Sample68,0.000695
Sample69,0.00078
Sample70,0
Sample71,0.001977137
Sample72,0.00064
Sample73,0.000245
Sample74,0.00274661
Sample75,0.001159657
Sample76,0.000709
Sample77,0
Sample78,0.000234
Sample79,0.001346373
Sample80,0.000217
Sample81,0.000211
Sample82,0.000508
Sample83,0.002509316
Sample84,0.0000952
Sample85,0.000298
Sample86,0
Sample87,0.000168
Sample88,0.000515
Sample89,0.000147
Sample90,0.000173
Sample91,0.000321
Sample92,0.000208
Sample93,0.000365
Sample94,0
Sample95,0.000935
Sample96,0.001971142
Sample97,0.000529
Sample98,0.000239
Sample99,0
