SAMPLE,VALUE
Sample1,0.046627168
Sample2,0.002562081
Sample3,0.017233415
Sample4,0.01993674
Sample5,0.104743443
Sample6,0.043530834
Sample7,0.001696346
Sample8,0.047390808
Sample9,0.001535058
Sample10,0.055596469
Sample11,0.071629372
Sample12,0.009739696
Sample13,0.047486963
Sample14,0.004333181
Sample15,0.013390782
Sample16,0.052830399
Sample17,0.015612599
Sample18,0.035976076
Sample19,0.003865824
Sample20,0.006940537
Sample21,0.003012426
Sample22,0.00076
Sample23,0.000654
Sample24,0.00457443
Sample25,0.001335256
Sample26,0.001711874
Sample27,0.005136541
Sample28,0.000377
Sample29,0.006676856
Sample30,0.016821837
Sample31,0.000461
Sample32,0.002681126
Sample33,0.00139615
Sample34,0
Sample35,0.000254
Sample36,0.107260933
Sample37,0.000246
Sample38,0.000692
Sample39,0.00775935
Sample40,0.0134944
Sample41,0.022862033
Sample42,0.000265
Sample43,0.000759
Sample44,0.000112
Sample45,0.079574011
Sample46,0.006805889
Sample47,0.006325119
Sample48,0.010611474
Sample49,0.001551139
Sample50,0.004035936
Sample51,0.001036771
Sample52,0.007624387
Sample53,0.00324804
Sample54,0.015057008
Sample55,0.017020802
Sample56,0.004420019
Sample57,0.007719464
Sample58,0.004458489
Sample59,0.006162056
Sample60,0.012175715
Sample61,0.028895057
Sample62,0.008510255
Sample63,0.011285765
Sample64,0.04707038
Sample65,0.026389481
Sample66,0.061056461
Sample67,0.01395007
Sample68,0.015984274
Sample69,0.025999756
Sample70,0.012323522
Sample71,0.021254221
Sample72,0.010694268
Sample73,0.004939892
Sample74,0.01268672
Sample75,0.006325401
Sample76,0.02791635
Sample77,0.001455305
Sample78,0.002281895
Sample79,0.006771465
Sample80,0.011192712
Sample81,0.073824433
Sample82,0.013980877
Sample83,0.022792952
Sample84,0.047154302
Sample85,0.02445553
Sample86,0.060410214
Sample87,0.002812157
Sample88,0.059720488
Sample89,0.016407296
Sample90,0.014735979
Sample91,0.015666696
Sample92,0.837662121
Sample93,0.03139593
Sample94,0.003014373
Sample95,0.031028655
Sample96,0.071355358
Sample97,0.008864591
Sample98,0.011932842
Sample99,0.006823237
