SAMPLE,VALUE
Sample1,0.003108478
Sample2,0.0000985
Sample3,0.000178
Sample4,0.000224
Sample5,0.000539
Sample6,0
Sample7,0.0000204
Sample8,0.00041
Sample9,0
Sample10,0
Sample11,0.000164
Sample12,0
Sample13,0.0000463
Sample14,0
Sample15,0
Sample16,0.000132
Sample17,0
Sample18,0
Sample19,0.000125
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0.0000738
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000222
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0.0000256
Sample39,0
Sample40,0.00025
Sample41,0
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.000206
Sample46,0.001311979
Sample47,0
Sample48,0.0000792
Sample49,0.000388
Sample50,0.0000396
Sample51,0
Sample52,0.000293
Sample53,0
Sample54,0.000279
Sample55,0.000293
Sample56,0
Sample57,0.000172
Sample58,0.000091
Sample59,0
Sample60,0
Sample61,0.001201017
Sample62,0.000253
Sample63,0.000974
Sample64,0
Sample65,0.000188
Sample66,0
Sample67,0.000144
Sample68,0.000794
Sample69,0.00013
Sample70,0
Sample71,0.000865
Sample72,0.0000914
Sample73,0.000196
Sample74,0
Sample75,0.000158
Sample76,0.000266
Sample77,0
Sample78,0.0000293
Sample79,0.000396
Sample80,0
Sample81,0.000106
Sample82,0.000254
Sample83,0.000418
Sample84,0.0000476
Sample85,0.0000496
Sample86,0.000192
Sample87,0.00042
Sample88,0
Sample89,0.0000369
Sample90,0
Sample91,0
Sample92,0.001456804
Sample93,0.0000522
Sample94,0
Sample95,0
Sample96,0
Sample97,0.000926
Sample98,0.000239
Sample99,0.000227
