SAMPLE,VALUE
Sample01,0.009271839
Sample02,0.000443
Sample03,0.002131969
Sample04,0.002240083
Sample05,0.001941691
Sample06,0.001909247
Sample07,0
Sample08,0.001024297
Sample09,0.0000548
Sample10,0.000934
Sample11,0.004497278
Sample12,0.000658
Sample13,0.000602
Sample14,0.000195
Sample15,0.000189
Sample16,0.00397221
Sample17,0.00234189
Sample18,0
Sample19,0.001059984
Sample20,0.000324
Sample21,0.000822
Sample22,0.00019
Sample23,0.000164
Sample24,0.000443
Sample25,0
Sample26,0.000143
Sample27,0.000828
Sample28,0.000133
Sample29,0.00096
Sample30,0.000647
Sample31,0.0000307
Sample32,0.000725
Sample33,0.000306
Sample34,0
Sample35,0.000181
Sample36,0.003221407
Sample37,0.0000548
Sample38,0.000154
Sample39,0.001671245
Sample40,0.009745955
Sample41,0.003810339
Sample42,0
Sample43,0.000163
Sample44,0
Sample45,0.001030751
Sample46,0.002049967
Sample47,0.000992
Sample48,0.00095
Sample49,0.000776
Sample50,0.000554
Sample51,0.000115
Sample52,0.00088
Sample53,0.000916
Sample54,0.003067168
Sample55,0.003228083
Sample56,0.001947805
Sample57,0.002058524
Sample58,0.001000885
Sample59,0.000908
Sample60,0.001217572
Sample61,0.00473342
Sample62,0.003191345
Sample63,0.009093566
Sample64,0.006821794
Sample65,0.001688427
Sample66,0.004465178
Sample67,0.002588673
Sample68,0.005063341
Sample69,0.00091
Sample70,0.00346973
Sample71,0.007784976
Sample72,0.001462464
Sample73,0.000831
Sample74,0.003531355
Sample75,0.001792197
Sample76,0.002481453
Sample77,0.000393
Sample78,0.000497
Sample79,0.000832
Sample80,0.000254
Sample81,0.007604233
Sample82,0.000381
Sample83,0.007109728
Sample84,0.0000952
Sample85,0.001240138
Sample86,0.000384
Sample87,0.000672
Sample88,0.003191957
Sample89,0.000332
Sample90,0.000217
Sample91,0.000844
Sample92,0.002497378
Sample93,0.001877497
Sample94,0.000183
Sample95,0.00178521
Sample96,0.003153828
Sample97,0.001455381
Sample98,0.003182091
Sample99,0.002046971
