SAMPLE,VALUE
Sample01,0.000858
Sample02,0.0000985
Sample03,0.000355
Sample04,0.000448
Sample05,0.004962099
Sample06,0.003945777
Sample07,0.000204
Sample08,0.002048594
Sample09,0.000219
Sample10,0.003215467
Sample11,0.002125986
Sample12,0.00122843
Sample13,0.001943911
Sample14,0.000424
Sample15,0.001367369
Sample16,0.001191663
Sample17,0.001951575
Sample18,0.001798804
Sample19,0.000249
Sample20,0
Sample21,0.000137
Sample22,0
Sample23,0.0000545
Sample24,0
Sample25,0
Sample26,0.000599
Sample27,0.0000828
Sample28,0.0000666
Sample29,0.000183
Sample30,0.000194
Sample31,0.000123
Sample32,0.000435
Sample33,0.000204
Sample34,0
Sample35,0.00029
Sample36,0.000239
Sample37,0
Sample38,0.000103
Sample39,0.002626242
Sample40,0.0005
Sample41,0.004689648
Sample42,0.000265
Sample43,0.000271
Sample44,0
Sample45,0.002267653
Sample46,0.000902
Sample47,0.001364241
Sample48,0.00095
Sample49,0
Sample50,0.001107904
Sample51,0.000192
Sample52,0.000586
Sample53,0.0005
Sample54,0.002788335
Sample55,0.000734
Sample56,0.000674
Sample57,0.001372349
Sample58,0.000364
Sample59,0.00086
Sample60,0.000365
Sample61,0.001130369
Sample62,0.000659
Sample63,0.001461466
Sample64,0.003410897
Sample65,0.001250686
Sample66,0.000874
Sample67,0.005896421
Sample68,0.001588499
Sample69,0.002989972
Sample70,0.0028715
Sample71,0.002100708
Sample72,0.001919484
Sample73,0.001516205
Sample74,0.001831073
Sample75,0.00058
Sample76,0.004076673
Sample77,0.000275
Sample78,0.000322
Sample79,0.000911
Sample80,0.000181
Sample81,0.001795444
Sample82,0.00114389
Sample83,0.000976
Sample84,0.000666
Sample85,0.000347
Sample86,0.000511
Sample87,0.000839
Sample88,0.000412
Sample89,0.000184
Sample90,0.000347
Sample91,0.000161
Sample92,0
Sample93,0.000417
Sample94,0
Sample95,0.000765
Sample96,0.000394
Sample97,0.000794
Sample98,0.002227464
Sample99,0.000682
