SAMPLE,VALUE
Sample1,0
Sample2,0
Sample3,0
Sample4,0
Sample5,0
Sample6,0
Sample7,0
Sample8,0
Sample9,0
Sample10,0.000207
Sample11,0
Sample12,0
Sample13,0
Sample14,0
Sample15,0
Sample16,0
Sample17,0
Sample18,0
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000222
Sample29,0
Sample30,0.000194
Sample31,0.0000614
Sample32,0.0000362
Sample33,0
Sample34,0
Sample35,0.0000725
Sample36,0
Sample37,0
Sample38,0.0000256
Sample39,0
Sample40,0.001
Sample41,0.003810339
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000164
Sample47,0.00062
Sample48,0.000792
Sample49,0
Sample50,0.000198
Sample51,0.000115
Sample52,0
Sample53,0
Sample54,0.001673001
Sample55,0.001173848
Sample56,0.000599
Sample57,0.000858
Sample58,0.000182
Sample59,0
Sample60,0.000487
Sample61,0.000353
Sample62,0.000101
Sample63,0.000893
Sample64,0
Sample65,0.000188
Sample66,0.000291
Sample67,0.000719
Sample68,0.000894
Sample69,0
Sample70,0.000957
Sample71,0.001235711
Sample72,0.00064
Sample73,0.000587
Sample74,0.001961864
Sample75,0.000949
Sample76,0.001240727
Sample77,0.000236
Sample78,0.0000585
Sample79,0.000277
Sample80,0
Sample81,0
Sample82,0
Sample83,0
Sample84,0
Sample85,0
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0
Sample92,0
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0.000132
Sample98,0.000557
Sample99,0
