SAMPLE,VALUE
Sample1,0.000563
Sample2,0
Sample3,0
Sample4,0.000448
Sample5,0.000431
Sample6,0.000255
Sample7,0
Sample8,0
Sample9,0
Sample10,0.000622
Sample11,0
Sample12,0.000175
Sample13,0.000185
Sample14,0
Sample15,0
Sample16,0.000397
Sample17,0.00026
Sample18,0
Sample19,0
Sample20,0.000185
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.000257
Sample27,0
Sample28,0
Sample29,0
Sample30,0.000129
Sample31,0.0000614
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0
Sample39,0.000358
Sample40,0.00075
Sample41,0.000586
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000206
Sample46,0
Sample47,0.000248
Sample48,0.000317
Sample49,0
Sample50,0
Sample51,0
Sample52,0
Sample53,0
Sample54,0.000558
Sample55,0.000293
Sample56,0.0003
Sample57,0.000686
Sample58,0.000091
Sample59,0.000287
Sample60,0.000244
Sample61,0.000424
Sample62,0.000152
Sample63,0.000162
Sample64,0.000682
Sample65,0.000188
Sample66,0.000291
Sample67,0.001006706
Sample68,0.000596
Sample69,0.00026
Sample70,0.000838
Sample71,0.001359282
Sample72,0.000183
Sample73,0
Sample74,0.000523
Sample75,0
Sample76,0.000532
Sample77,0.0000393
Sample78,0.000176
Sample79,0.000198
Sample80,0
Sample81,0.000211
Sample82,0
Sample83,0.000349
Sample84,0
Sample85,0
Sample86,0.000128
Sample87,0.000168
Sample88,0.000103
Sample89,0.0000369
Sample90,0.000173
Sample91,0
Sample92,0
Sample93,0.000104
Sample94,0
Sample95,0.00034
Sample96,0
Sample97,0
Sample98,0.000318
Sample99,0
