SAMPLE,VALUE
Sample01,0.001715022
Sample02,0.0000985
Sample03,0
Sample04,0
Sample05,0.000108
Sample06,0
Sample07,0
Sample08,0.0000683
Sample09,0.0000548
Sample10,0.003630366
Sample11,0.000736
Sample12,0.0000877
Sample13,0
Sample14,0
Sample15,0
Sample16,0
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0
Sample21,0.000183
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0000571
Sample27,0
Sample28,0.0000444
Sample29,0.000183
Sample30,0.000259
Sample31,0
Sample32,0.0000362
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0
Sample40,0
Sample41,0.000293
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0
Sample47,0.000124
Sample48,0
Sample49,0
Sample50,0
Sample51,0
Sample52,0.001759474
Sample53,0
Sample54,0
Sample55,0
Sample56,0
Sample57,0
Sample58,0
Sample59,0
Sample60,0
Sample61,0
Sample62,0.000304
Sample63,0.000325
Sample64,0.002046538
Sample65,0.000438
Sample66,0.000922
Sample67,0.000431
Sample68,0.000199
Sample69,0.00026
Sample70,0
Sample71,0
Sample72,0
Sample73,0
Sample74,0.000131
Sample75,0.000158
Sample76,0.0000886
Sample77,0.0000393
Sample78,0
Sample79,0
Sample80,0
Sample81,0
Sample82,0
Sample83,0.0000697
Sample84,0.000619
Sample85,0
Sample86,0.0000639
Sample87,0.000042
Sample88,0
Sample89,0.000111
Sample90,0
Sample91,0
Sample92,0.000416
Sample93,0.0000522
Sample94,0
Sample95,0.00017
Sample96,0
Sample97,0
Sample98,0.0000796
Sample99,0.000682
