SAMPLE,VALUE
Sample01,0.041616087
Sample02,0.002167915
Sample03,0.012081157
Sample04,0.01456054
Sample05,0.033008747
Sample06,0.010309934
Sample07,0.000204
Sample08,0.007101793
Sample09,0.001425411
Sample10,0.014728915
Sample11,0.012755916
Sample12,0.006449258
Sample13,0.005137478
Sample14,0.001694176
Sample15,0.00589383
Sample16,0.031115648
Sample17,0.008456825
Sample18,0.00944372
Sample19,0.0031176
Sample20,0.003377728
Sample21,0.002190855
Sample22,0.0000634
Sample23,0.000436
Sample24,0.008042144
Sample25,0
Sample26,0.000913
Sample27,0.003065355
Sample28,0.000444
Sample29,0.005487827
Sample30,0.009381409
Sample31,0.000399
Sample32,0.001594183
Sample33,0.000953
Sample34,0.000206
Sample35,0.000471
Sample36,0.015749102
Sample37,0.000137
Sample38,0.000282
Sample39,0.006326855
Sample40,0.006247407
Sample41,0.015241356
Sample42,0.003837613
Sample43,0.000434
Sample44,0.0000561
Sample45,0.008658312
Sample46,0.005739907
Sample47,0.00384468
Sample48,0.011957706
Sample49,0.002714493
Sample50,0.002809328
Sample51,0.000845
Sample52,0.013489301
Sample53,0.001499096
Sample54,0.009759172
Sample55,0.006602897
Sample56,0.003296285
Sample57,0.009949532
Sample58,0.003366614
Sample59,0.008454915
Sample60,0.007914215
Sample61,0.010102673
Sample62,0.011093725
Sample63,0.011366958
Sample64,0.009550512
Sample65,0.036832712
Sample66,0.036692118
Sample67,0.014381516
Sample68,0.010126683
Sample69,0.004939954
Sample70,0.01064848
Sample71,0.02113065
Sample72,0.0022851
Sample73,0.001222746
Sample74,0.007324292
Sample75,0.004744051
Sample76,0.005937763
Sample77,0.002281288
Sample78,0.001462753
Sample79,0.002811544
Sample80,0.001267783
Sample81,0.005703175
Sample82,0.005083955
Sample83,0.060850909
Sample84,0.002759788
Sample85,0.007341619
Sample86,0.001917785
Sample87,0.001133257
Sample88,0.011738165
Sample89,0.001216721
Sample90,0.002557126
Sample91,0.001285473
Sample92,0.173151524
Sample93,0.007197074
Sample94,0.000411
Sample95,0.015896873
Sample96,0.017740282
Sample97,0.006879981
Sample98,0.011535081
Sample99,0.010689738
