SAMPLE,VALUE
Sample01,0.000161
Sample02,0.000443
Sample03,0.002842625
Sample04,0.001568058
Sample05,0
Sample06,0
Sample07,0
Sample08,0
Sample09,0
Sample10,0
Sample11,0
Sample12,0
Sample13,0
Sample14,0
Sample15,0
Sample16,0
Sample17,0
Sample18,0
Sample19,0.000312
Sample20,0.000509
Sample21,0.000274
Sample22,0.0000634
Sample23,0
Sample24,0.000443
Sample25,0.001335256
Sample26,0.0000571
Sample27,0.000497
Sample28,0
Sample29,0.001234761
Sample30,0.000129
Sample31,0.0000307
Sample32,0.0000362
Sample33,0.0000681
Sample34,0
Sample35,0
Sample36,0.000358
Sample37,0
Sample38,0
Sample39,0.000477
Sample40,0
Sample41,0.000879
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000164
Sample47,0.000248
Sample48,0.000158
Sample49,0
Sample50,0.0000791
Sample51,0.000134
Sample52,0.00088
Sample53,0
Sample54,0.000558
Sample55,0.000293
Sample56,0.0000749
Sample57,0
Sample58,0.000091
Sample59,0.0000955
Sample60,0.000244
Sample61,0.000141
Sample62,0.000405
Sample63,0.000244
Sample64,0
Sample65,0.000313
Sample66,0.000485
Sample67,0.000863
Sample68,0.000199
Sample69,0
Sample70,0.000598
Sample71,0.000618
Sample72,0.00064
Sample73,0.000245
Sample74,0.000654
Sample75,0.000264
Sample76,0.0000886
Sample77,0.000118
Sample78,0
Sample79,0.000475
Sample80,0.000181
Sample81,0
Sample82,0
Sample83,0.000139
Sample84,0
Sample85,0.000149
Sample86,0
Sample87,0
Sample88,0.000309
Sample89,0
Sample90,0.000217
Sample91,0.0000402
Sample92,0.000832
Sample93,0.000104
Sample94,0
Sample95,0.00034
Sample96,0.000197
Sample97,0.000132
Sample98,0.000398
Sample99,0.001592089
