SAMPLE,VALUE
Sample01,0.011442414
Sample02,0.00069
Sample03,0.003197953
Sample04,0.001792067
Sample05,0.000108
Sample06,0.000255
Sample07,0
Sample08,0.000137
Sample09,0.0000274
Sample10,0
Sample11,0.000164
Sample12,0
Sample13,0
Sample14,0.0000326
Sample15,0
Sample16,0.003707396
Sample17,0
Sample18,0
Sample19,0.000374
Sample20,0.000694
Sample21,0.000319
Sample22,0.0000634
Sample23,0
Sample24,0.002139653
Sample25,0.001335256
Sample26,0.0000571
Sample27,0.00058
Sample28,0.0000444
Sample29,0.001509152
Sample30,0.000323
Sample31,0.0000307
Sample32,0.000145
Sample33,0.000272
Sample34,0
Sample35,0
Sample36,0.000358
Sample37,0
Sample38,0
Sample39,0.000716
Sample40,0.013244504
Sample41,0.002344824
Sample42,0.000132
Sample43,0
Sample44,0
Sample45,0.003092254
Sample46,0.000574
Sample47,0.000496
Sample48,0.000792
Sample49,0
Sample50,0.0000791
Sample51,0.00023
Sample52,0.001172983
Sample53,0.0000833
Sample54,0.000558
Sample55,0.017901188
Sample56,0.0000749
Sample57,0.000343
Sample58,0.000182
Sample59,0.000239
Sample60,0.000731
Sample61,0.003673699
Sample62,0.000608
Sample63,0.003653665
Sample64,0
Sample65,0.000938
Sample66,0.002523796
Sample67,0.002013412
Sample68,0.001489218
Sample69,0.00013
Sample70,0.001794688
Sample71,0.002224279
Sample72,0.001279656
Sample73,0.00088
Sample74,0.001831073
Sample75,0.001844909
Sample76,0.000886
Sample77,0.000275
Sample78,0
Sample79,0.000871
Sample80,0.000217
Sample81,0
Sample82,0.000127
Sample83,0.007388541
Sample84,0.0000476
Sample85,0.000298
Sample86,0
Sample87,0.000042
Sample88,0.00113263
Sample89,0.000664
Sample90,0.000563
Sample91,0.000121
Sample92,0.001040574
Sample93,0.001408123
Sample94,0
Sample95,0.000425
Sample96,0.000986
Sample97,0.000132
Sample98,0.001670598
Sample99,0.00181953
