SAMPLE,VALUE
Sample1,0.002063386
Sample2,0.002020102
Sample3,0
Sample4,0.000672
Sample5,0.011218659
Sample6,0.001272831
Sample7,0.0000409
Sample8,0.000819
Sample9,0
Sample10,0.000104
Sample11,0.001717142
Sample12,0.002062008
Sample13,0.000787
Sample14,0.00013
Sample15,0.000141
Sample16,0.001059256
Sample17,0.00026
Sample18,0
Sample19,0.000374
Sample20,0.000278
Sample21,0
Sample22,0
Sample23,0
Sample24,0.000516
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0.000274
Sample30,0.001746883
Sample31,0.000215
Sample32,0.000471
Sample33,0.000204
Sample34,0
Sample35,0.000109
Sample36,0.000239
Sample37,0.0000548
Sample38,0.0000513
Sample39,0.00310374
Sample40,0.003498548
Sample41,0.002637927
Sample42,0
Sample43,0.0000542
Sample44,0.0000561
Sample45,0.001443052
Sample46,0.001065983
Sample47,0.002232395
Sample48,0.002375703
Sample49,0
Sample50,0.001464016
Sample51,0.000154
Sample52,0.003225702
Sample53,0.000416
Sample54,0.004740169
Sample55,0.012765602
Sample56,0.001797974
Sample57,0.002744698
Sample58,0.001637812
Sample59,0.000717
Sample60,0.002678657
Sample61,0.002755274
Sample62,0.00298872
Sample63,0.003328895
Sample64,0
Sample65,0.002438838
Sample66,0.03970126
Sample67,0.003163933
Sample68,0.004864779
Sample69,0.00065
Sample70,0.002273271
Sample71,0.003830703
Sample72,0.001005444
Sample73,0.002396581
Sample74,0.001831073
Sample75,0.001106945
Sample76,0.002570077
Sample77,0.000472
Sample78,0.000819
Sample79,0.000871
Sample80,0.000145
Sample81,0.000528
Sample82,0
Sample83,0
Sample84,0.000285
Sample85,0.001289744
Sample86,0.000128
Sample87,0.00021
Sample88,0.008134342
Sample89,0.000332
Sample90,0.00026
Sample91,0.000362
Sample92,0.002289263
Sample93,0.001408123
Sample94,0.000137
Sample95,0.000255
Sample96,0.000788
Sample97,0.000397
Sample98,0.002386568
Sample99,0.005231149
