SAMPLE,VALUE
Sample01,0.001018294
Sample02,0
Sample03,0
Sample04,0.000224
Sample05,0.003559767
Sample06,0.000764
Sample07,0
Sample08,0.000273
Sample09,0.0000822
Sample10,0.000104
Sample11,0.000491
Sample12,0.000175
Sample13,0.000555
Sample14,0.0000977
Sample15,0.0000943
Sample16,0.000927
Sample17,0.00026
Sample18,0
Sample19,0.0000624
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0000285
Sample27,0.0000828
Sample28,0
Sample29,0
Sample30,0.00097
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000119
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0.000586
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000082
Sample47,0.000496
Sample48,0.0000792
Sample49,0
Sample50,0.0000396
Sample51,0
Sample52,0
Sample53,0
Sample54,0.000558
Sample55,0.000293
Sample56,0.0000749
Sample57,0
Sample58,0
Sample59,0.000334
Sample60,0.000122
Sample61,0.002896571
Sample62,0.000608
Sample63,0.000162
Sample64,0.000341
Sample65,0.000188
Sample66,0.001795778
Sample67,0
Sample68,0.000298
Sample69,0.00039
Sample70,0.000838
Sample71,0.000247
Sample72,0.0000914
Sample73,0
Sample74,0
Sample75,0.000316
Sample76,0.000266
Sample77,0
Sample78,0.0000585
Sample79,0.000238
Sample80,0.0000362
Sample81,0.000845
Sample82,0.000254
Sample83,0.000349
Sample84,0.0000952
Sample85,0.0000992
Sample86,0
Sample87,0.000042
Sample88,0.000103
Sample89,0.0000369
Sample90,0.000563
Sample91,0
Sample92,0.014984267
Sample93,0.000313
Sample94,0
Sample95,0.000085
Sample96,0.000394
Sample97,0.000132
Sample98,0.000318
Sample99,0.000227
