SAMPLE,VALUE
Sample1,0.001393456
Sample2,0.0000493
Sample3,0
Sample4,0.000224
Sample5,0.000647
Sample6,0.000127
Sample7,0.0000409
Sample8,0.000615
Sample9,0.0000548
Sample10,0.000622
Sample11,0.001962449
Sample12,0.000132
Sample13,0
Sample14,0.0000652
Sample15,0
Sample16,0.001588884
Sample17,0.00013
Sample18,0
Sample19,0.000249
Sample20,0.000139
Sample21,0.000137
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0000285
Sample27,0.000166
Sample28,0
Sample29,0
Sample30,0.000323
Sample31,0
Sample32,0.000217
Sample33,0
Sample34,0
Sample35,0
Sample36,0.002505539
Sample37,0.0000548
Sample38,0
Sample39,0.000477
Sample40,0.001
Sample41,0.002051721
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.000412
Sample46,0.000328
Sample47,0
Sample48,0.000871
Sample49,0
Sample50,0.000158
Sample51,0.000154
Sample52,0.000293
Sample53,0.0000833
Sample54,0
Sample55,0.001027117
Sample56,0.001198649
Sample57,0.000858
Sample58,0.000182
Sample59,0.000239
Sample60,0.000852
Sample61,0.000706
Sample62,0.00076
Sample63,0.006008249
Sample64,0
Sample65,0.001125618
Sample66,0.000146
Sample67,0.001150521
Sample68,0.000993
Sample69,0.00065
Sample70,0.000479
Sample71,0.001359282
Sample72,0.000457
Sample73,0.000636
Sample74,0.001831073
Sample75,0.000316
Sample76,0.00319044
Sample77,0.0000787
Sample78,0.000117
Sample79,0.000238
Sample80,0.000145
Sample81,0.000634
Sample82,0.001779384
Sample83,0.003066942
Sample84,0.008802771
Sample85,0.000744
Sample86,0
Sample87,0
Sample88,0.000515
Sample89,0.000221
Sample90,0.0000433
Sample91,0.000241
Sample92,0.001873033
Sample93,0.001460276
Sample94,0
Sample95,0.000935
Sample96,0.001576914
Sample97,0.000397
Sample98,0.001431941
Sample99,0
