SAMPLE,VALUE
Sample1,0.008655503
Sample2,0.0000985
Sample3,0.001421313
Sample4,0.001120042
Sample5,0.001510204
Sample6,0.001527398
Sample7,0
Sample8,0.000819
Sample9,0.0000548
Sample10,0.000934
Sample11,0.003434285
Sample12,0.000614
Sample13,0.000417
Sample14,0.00013
Sample15,0.0000943
Sample16,0.00132407
Sample17,0.00208168
Sample18,0
Sample19,0.000686
Sample20,0.000231
Sample21,0.000639
Sample22,0.00019
Sample23,0
Sample24,0.000295
Sample25,0
Sample26,0.0000571
Sample27,0.000663
Sample28,0.0000888
Sample29,0.000503
Sample30,0.000453
Sample31,0.0000307
Sample32,0.000471
Sample33,0.00017
Sample34,0
Sample35,0.000181
Sample36,0.002505539
Sample37,0.0000548
Sample38,0.000154
Sample39,0.001193746
Sample40,0.008496474
Sample41,0.003517236
Sample42,0
Sample43,0.000163
Sample44,0
Sample45,0.000825
Sample46,0.00122998
Sample47,0.000744
Sample48,0.000634
Sample49,0.000776
Sample50,0.000435
Sample51,0.000096
Sample52,0.000586
Sample53,0.000833
Sample54,0.001673001
Sample55,0.002494428
Sample56,0.001723058
Sample57,0.000858
Sample58,0.000819
Sample59,0.000717
Sample60,0.000731
Sample61,0.00402694
Sample62,0.002836752
Sample63,0.008606411
Sample64,0.004434166
Sample65,0.001188152
Sample66,0.003882764
Sample67,0.002444858
Sample68,0.003772686
Sample69,0.00065
Sample70,0.002751855
Sample71,0.006919979
Sample72,0.001096848
Sample73,0.000783
Sample74,0.00274661
Sample75,0.001475927
Sample76,0.002215583
Sample77,0.000354
Sample78,0.000439
Sample79,0.000792
Sample80,0.000254
Sample81,0.006864933
Sample82,0.000381
Sample83,0.004948928
Sample84,0.0000476
Sample85,0.000893
Sample86,0.000192
Sample87,0.000672
Sample88,0.002471193
Sample89,0.000184
Sample90,0.0000867
Sample91,0.000803
Sample92,0.002081148
Sample93,0.00135597
Sample94,0.000183
Sample95,0.00119014
Sample96,0.002562485
Sample97,0.000926
Sample98,0.002704778
Sample99,0.001364647
