SAMPLE,VALUE
Sample01,0.000134
Sample02,0.000148
Sample03,0
Sample04,0.000224
Sample05,0
Sample06,0.000127
Sample07,0
Sample08,0
Sample09,0.0000274
Sample10,0.000104
Sample11,0.000409
Sample12,0.000307
Sample13,0
Sample14,0
Sample15,0.000141
Sample16,0.000132
Sample17,0
Sample18,0.00045
Sample19,0.000125
Sample20,0
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0.0000222
Sample29,0.0000915
Sample30,0.000129
Sample31,0
Sample32,0
Sample33,0.0000681
Sample34,0
Sample35,0
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0.000358
Sample40,0.0005
Sample41,0.000293
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000164
Sample47,0
Sample48,0.000396
Sample49,0.000388
Sample50,0.0000396
Sample51,0.0000576
Sample52,0
Sample53,0
Sample54,0.000558
Sample55,0.000147
Sample56,0.0000749
Sample57,0.000343
Sample58,0.000091
Sample59,0.0000478
Sample60,0.000365
Sample61,0.000212
Sample62,0.000456
Sample63,0.000406
Sample64,0
Sample65,0.000563
Sample66,0.010823204
Sample67,0.001581967
Sample68,0.0000993
Sample69,0
Sample70,0.000718
Sample71,0.001235711
Sample72,0.00064
Sample73,0.000293
Sample74,0.000262
Sample75,0.000105
Sample76,0.000532
Sample77,0
Sample78,0.0000293
Sample79,0.0000792
Sample80,0.0000362
Sample81,0
Sample82,0.000381
Sample83,0.0000697
Sample84,0.0000476
Sample85,0
Sample86,0.00032
Sample87,0.000042
Sample88,0
Sample89,0
Sample90,0.000737
Sample91,0
Sample92,0.000416
Sample93,0.0000522
Sample94,0
Sample95,0.00051
Sample96,0
Sample97,0.000265
Sample98,0.000477
Sample99,0
