SAMPLE,VALUE
Sample1,0.005466633
Sample2,0
Sample3,0.000178
Sample4,0.000224
Sample5,0.000431
Sample6,0.000255
Sample7,0
Sample8,0.000137
Sample9,0.0000548
Sample10,0.000311
Sample11,0.003188979
Sample12,0.000219
Sample13,0.0000463
Sample14,0
Sample15,0.0000472
Sample16,0.001588884
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0.000185
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0.000295
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000444
Sample29,0.000274
Sample30,0.000194
Sample31,0
Sample32,0.0000362
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0.0000513
Sample39,0.000597
Sample40,0.001249481
Sample41,0.000586
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000082
Sample47,0
Sample48,0.0000792
Sample49,0.000388
Sample50,0.0000791
Sample51,0.0000192
Sample52,0.000293
Sample53,0.0000833
Sample54,0
Sample55,0
Sample56,0
Sample57,0
Sample58,0.000364
Sample59,0.000143
Sample60,0.000244
Sample61,0.000777
Sample62,0.000253
Sample63,0.000812
Sample64,0.000682
Sample65,0.00025
Sample66,0.001310433
Sample67,0.000431
Sample68,0.000298
Sample69,0
Sample70,0.000479
Sample71,0.000494
Sample72,0.000366
Sample73,0.0000978
Sample74,0.000654
Sample75,0.000264
Sample76,0.000443
Sample77,0.000197
Sample78,0.0000585
Sample79,0.000277
Sample80,0.0000724
Sample81,0.000211
Sample82,0.000127
Sample83,0.002439613
Sample84,0.0000952
Sample85,0.000347
Sample86,0
Sample87,0.000126
Sample88,0.000824
Sample89,0.0000737
Sample90,0
Sample91,0.0000803
Sample92,0.001248689
Sample93,0.000261
Sample94,0
Sample95,0.00034
Sample96,0.000394
Sample97,0.000132
Sample98,0.000636
Sample99,0.000227
