SAMPLE,VALUE
Sample1,0.003832003
Sample2,0.000148
Sample3,0
Sample4,0.000896
Sample5,0.000216
Sample6,0.000509
Sample7,0
Sample8,0.000137
Sample9,0.0000822
Sample10,0.000104
Sample11,0.000164
Sample12,0
Sample13,0
Sample14,0.0000326
Sample15,0.0000472
Sample16,0.000132
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0.0000738
Sample25,0
Sample26,0.0000285
Sample27,0
Sample28,0.0000222
Sample29,0.000229
Sample30,0.0000647
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0.0000725
Sample36,0.000597
Sample37,0.0000274
Sample38,0.0000513
Sample39,0
Sample40,0.00025
Sample41,0.000586
Sample42,0
Sample43,0
Sample44,0
Sample45,0.001649202
Sample46,0.000164
Sample47,0.000124
Sample48,0
Sample49,0
Sample50,0
Sample51,0
Sample52,0.000586
Sample53,0
Sample54,0
Sample55,0.000147
Sample56,0.0000749
Sample57,0
Sample58,0
Sample59,0.000621
Sample60,0
Sample61,0.000212
Sample62,0.00076
Sample63,0.000244
Sample64,0.000341
Sample65,0.004314868
Sample66,0.002232589
Sample67,0.000575
Sample68,0.000199
Sample69,0
Sample70,0.00012
Sample71,0.000741
Sample72,0.000183
Sample73,0.000196
Sample74,0.000785
Sample75,0.000316
Sample76,0.000532
Sample77,0.0000393
Sample78,0.000176
Sample79,0.000317
Sample80,0
Sample81,0
Sample82,0
Sample83,0.001394064
Sample84,0.0000952
Sample85,0.0000496
Sample86,0.000128
Sample87,0.000042
Sample88,0.000515
Sample89,0.0000737
Sample90,0
Sample91,0.0000402
Sample92,0
Sample93,0.0000522
Sample94,0
Sample95,0
Sample96,0.000197
Sample97,0.000662
Sample98,0.000318
Sample99,0.000227
