SAMPLE,VALUE
Sample1,0.004421542
Sample2,0.000148
Sample3,0
Sample4,0.000448
Sample5,0.000539
Sample6,0
Sample7,0.0000204
Sample8,0.000205
Sample9,0.0000274
Sample10,0.000104
Sample11,0.001553605
Sample12,0.000175
Sample13,0
Sample14,0
Sample15,0.0000472
Sample16,0.000397
Sample17,0.00026
Sample18,0.000899
Sample19,0
Sample20,0.0000463
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0.000323
Sample31,0
Sample32,0.0000362
Sample33,0
Sample34,0
Sample35,0.000217
Sample36,0.000835
Sample37,0
Sample38,0
Sample39,0
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0.000028
Sample45,0.001030751
Sample46,0
Sample47,0
Sample48,0
Sample49,0
Sample50,0.000119
Sample51,0
Sample52,0
Sample53,0.000167
Sample54,0
Sample55,0
Sample56,0.00015
Sample57,0.000343
Sample58,0.000273
Sample59,0
Sample60,0
Sample61,0.000283
Sample62,0.000912
Sample63,0.000487
Sample64,0.001023269
Sample65,0.000125
Sample66,0.000631
Sample67,0
Sample68,0.000596
Sample69,0.00065
Sample70,0
Sample71,0.000371
Sample72,0
Sample73,0.000147
Sample74,0.000131
Sample75,0.000158
Sample76,0.00062
Sample77,0.0000393
Sample78,0.0000293
Sample79,0.0000396
Sample80,0
Sample81,0
Sample82,0.001398088
Sample83,0.001603174
Sample84,0.0000476
Sample85,0.000248
Sample86,0
Sample87,0.000168
Sample88,0.000618
Sample89,0.0000369
Sample90,0
Sample91,0
Sample92,0.020187137
Sample93,0.000209
Sample94,0
Sample95,0.000085
Sample96,0
Sample97,0.000132
Sample98,0.000477
Sample99,0
