SAMPLE,VALUE
Sample01,0.021812939
Sample02,0
Sample03,0.000178
Sample04,0.000672
Sample05,0
Sample06,0
Sample07,0
Sample08,0.0000683
Sample09,0
Sample10,0
Sample11,0
Sample12,0
Sample13,0.0000463
Sample14,0
Sample15,0.000141
Sample16,0.004237024
Sample17,0.00013
Sample18,0
Sample19,0
Sample20,0
Sample21,0.000183
Sample22,0
Sample23,0.0000545
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0.005758244
Sample31,0
Sample32,0
Sample33,0.0000341
Sample34,0.0000588
Sample35,0
Sample36,0
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0
Sample42,0.001984972
Sample43,0.000271
Sample44,0
Sample45,0.000825
Sample46,0.000328
Sample47,0.000124
Sample48,0.000634
Sample49,0
Sample50,0.000119
Sample51,0.0000384
Sample52,0
Sample53,0.000167
Sample54,0.001951834
Sample55,0.000147
Sample56,0.001423396
Sample57,0.001200806
Sample58,0.000091
Sample59,0.0000955
Sample60,0.000365
Sample61,0.000212
Sample62,0.000608
Sample63,0.003004125
Sample64,0
Sample65,0.000188
Sample66,0.001261898
Sample67,0.000719
Sample68,0.002184186
Sample69,0.00039
Sample70,0.001076813
Sample71,0.001729995
Sample72,0.001279656
Sample73,0.000293
Sample74,0.000523
Sample75,0.000474
Sample76,0.001683843
Sample77,0.0000787
Sample78,0.000263
Sample79,0.000436
Sample80,0
Sample81,0.000845
Sample82,0.049187266
Sample83,0.000697
Sample84,0
Sample85,0
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0
Sample92,0.003121722
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0.000265
Sample98,0.000796
Sample99,0
