SAMPLE,VALUE
Sample1,0.001634631
Sample2,0
Sample3,0
Sample4,0
Sample5,0.000971
Sample6,0.000636
Sample7,0
Sample8,0.000205
Sample9,0
Sample10,0.001140972
Sample11,0.000164
Sample12,0
Sample13,0.000231
Sample14,0.0000326
Sample15,0
Sample16,0.001059256
Sample17,0.00026
Sample18,0.001798804
Sample19,0.000125
Sample20,0.000694
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0.000516
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0.0000915
Sample30,0.0000647
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0.0000362
Sample36,0.000239
Sample37,0.0000274
Sample38,0
Sample39,0.000239
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000618
Sample46,0.000246
Sample47,0
Sample48,0.0000792
Sample49,0
Sample50,0.0000396
Sample51,0.0000768
Sample52,0
Sample53,0.0000833
Sample54,0
Sample55,0.001027117
Sample56,0.0000749
Sample57,0
Sample58,0.000182
Sample59,0.0000478
Sample60,0
Sample61,0.000565
Sample62,0.000152
Sample63,0.002435777
Sample64,0.002387628
Sample65,0.002251235
Sample66,0.001795778
Sample67,0.000288
Sample68,0.000496
Sample69,0.00026
Sample70,0.000359
Sample71,0.002594992
Sample72,0.000366
Sample73,0.000196
Sample74,0.000654
Sample75,0.00058
Sample76,0.00159522
Sample77,0.0000787
Sample78,0.000293
Sample79,0.001069179
Sample80,0.00029
Sample81,0.000528
Sample82,0.000381
Sample83,0.0021608
Sample84,0
Sample85,0.000595
Sample86,0.0000639
Sample87,0.000252
Sample88,0.000412
Sample89,0.0000369
Sample90,0
Sample91,0
Sample92,0.001664919
Sample93,0.000522
Sample94,0
Sample95,0.000595
Sample96,0.000591
Sample97,0
Sample98,0.000239
Sample99,0.000455
