SAMPLE,VALUE
Sample1,0.000456
Sample2,0.0000985
Sample3,0.000533
Sample4,0
Sample5,0.000108
Sample6,0
Sample7,0
Sample8,0
Sample9,0
Sample10,0
Sample11,0.0000818
Sample12,0.001667155
Sample13,0
Sample14,0
Sample15,0.0000472
Sample16,0
Sample17,0
Sample18,0.000899
Sample19,0.0000624
Sample20,0.0000463
Sample21,0
Sample22,0
Sample23,0.0000545
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000222
Sample29,0.0000915
Sample30,0
Sample31,0
Sample32,0
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0
Sample39,0.000239
Sample40,0.00025
Sample41,0.000293
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0.000082
Sample47,0
Sample48,0.000158
Sample49,0
Sample50,0
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0.000147
Sample56,0.00015
Sample57,0.000515
Sample58,0
Sample59,0.0000478
Sample60,0.000487
Sample61,0
Sample62,0.000152
Sample63,0.0000812
Sample64,0
Sample65,0.0000625
Sample66,0.000728
Sample67,0
Sample68,0.000496
Sample69,0
Sample70,0.000239
Sample71,0.000124
Sample72,0
Sample73,0.0000978
Sample74,0.000131
Sample75,0.000105
Sample76,0
Sample77,0
Sample78,0
Sample79,0.000119
Sample80,0.0000362
Sample81,0.000106
Sample82,0
Sample83,0
Sample84,0.0000476
Sample85,0.000149
Sample86,0
Sample87,0
Sample88,0
Sample89,0
Sample90,0
Sample91,0.0000402
Sample92,0.000624
Sample93,0.000156
Sample94,0
Sample95,0.000085
Sample96,0
Sample97,0.000397
Sample98,0.000159
Sample99,0.001364647
