SAMPLE,VALUE
Sample01,0.002465344
Sample02,0.001478124
Sample03,0.010304516
Sample04,0.011424424
Sample05,0.00560933
Sample06,0.003691211
Sample07,0.000143
Sample08,0.00232174
Sample09,0.000411
Sample10,0.00414899
Sample11,0.00310721
Sample12,0.000658
Sample13,0.002499314
Sample14,0.000945
Sample15,0.001273067
Sample16,0.002780547
Sample17,0.00442357
Sample18,0.006745514
Sample19,0.002556432
Sample20,0.002822485
Sample21,0.001643142
Sample22,0.0000634
Sample23,0.000436
Sample24,0.002729902
Sample25,0
Sample26,0.000571
Sample27,0.00256827
Sample28,0.000399
Sample29,0.004390261
Sample30,0.00097
Sample31,0.000184
Sample32,0.000616
Sample33,0.000511
Sample34,0.000206
Sample35,0.000326
Sample36,0.003340719
Sample37,0.00011
Sample38,0.000103
Sample39,0.003581239
Sample40,0.003498548
Sample41,0.005275854
Sample42,0.000132
Sample43,0.000163
Sample44,0.0000561
Sample45,0.002679954
Sample46,0.001885969
Sample47,0.002232395
Sample48,0.00712711
Sample49,0.001938924
Sample50,0.001661856
Sample51,0.000518
Sample52,0.009677107
Sample53,0.000583
Sample54,0.005297836
Sample55,0.003374814
Sample56,0.001573227
Sample57,0.00514631
Sample58,0.00209276
Sample59,0.001146429
Sample60,0.004505015
Sample61,0.00183685
Sample62,0.002279532
Sample63,0.005277516
Sample64,0.002728718
Sample65,0.004752608
Sample66,0.004319575
Sample67,0.003595379
Sample68,0.005261904
Sample69,0.001819983
Sample70,0.003948313
Sample71,0.002471421
Sample72,0.000823
Sample73,0.000342
Sample74,0.003662146
Sample75,0.001475927
Sample76,0.002570077
Sample77,0.001258642
Sample78,0.000527
Sample79,0.001148377
Sample80,0.000652
Sample81,0.000634
Sample82,0.00228778
Sample83,0.001603174
Sample84,0.000952
Sample85,0.004811737
Sample86,0.000831
Sample87,0.000672
Sample88,0.004942385
Sample89,0.000184
Sample90,0.000607
Sample91,0.000522
Sample92,0.052236818
Sample93,0.004485133
Sample94,0.000183
Sample95,0.009946172
Sample96,0.005322085
Sample97,0.003043069
Sample98,0.006125526
Sample99,0.007960443
