SAMPLE,VALUE
Sample01,0.00075
Sample02,0
Sample03,0.000533
Sample04,0
Sample05,0.000108
Sample06,0.000636
Sample07,0
Sample08,0
Sample09,0
Sample10,0
Sample11,0.000245
Sample12,0.0000877
Sample13,0
Sample14,0
Sample15,0.0000943
Sample16,0
Sample17,0.00013
Sample18,0
Sample19,0.000249
Sample20,0.000185
Sample21,0.000183
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0
Sample38,0
Sample39,0.000119
Sample40,0
Sample41,0
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.000206
Sample46,0
Sample47,0
Sample48,0.000317
Sample49,0
Sample50,0
Sample51,0.0000192
Sample52,0
Sample53,0
Sample54,0
Sample55,0.000293
Sample56,0
Sample57,0
Sample58,0
Sample59,0
Sample60,0
Sample61,0.001695553
Sample62,0.000101
Sample63,0.000162
Sample64,0
Sample65,0.0000625
Sample66,0.000291
Sample67,0
Sample68,0.000199
Sample69,0
Sample70,0
Sample71,0
Sample72,0
Sample73,0.0000978
Sample74,0.000131
Sample75,0.000158
Sample76,0
Sample77,0
Sample78,0
Sample79,0.0000396
Sample80,0
Sample81,0.000106
Sample82,0
Sample83,0
Sample84,0.0000952
Sample85,0.000298
Sample86,0
Sample87,0
Sample88,0.000103
Sample89,0.0000369
Sample90,0.00026
Sample91,0.0000803
Sample92,0.27200606
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0.000265
Sample98,0.0000796
Sample99,0
