SAMPLE,VALUE
Sample1,0.000268
Sample2,0.0000985
Sample3,0.000178
Sample4,0.000672
Sample5,0
Sample6,0
Sample7,0
Sample8,0.000205
Sample9,0
Sample10,0
Sample11,0
Sample12,0.0000877
Sample13,0.0000463
Sample14,0
Sample15,0.0000943
Sample16,0.000132
Sample17,0.00052
Sample18,0
Sample19,0.0000624
Sample20,0.000185
Sample21,0.0000456
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0
Sample27,0
Sample28,0
Sample29,0
Sample30,0
Sample31,0
Sample32,0.0000362
Sample33,0
Sample34,0
Sample35,0
Sample36,0
Sample37,0.000219
Sample38,0
Sample39,0
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0.000082
Sample47,0.000124
Sample48,0
Sample49,0
Sample50,0.0000791
Sample51,0
Sample52,0
Sample53,0
Sample54,0
Sample55,0.000147
Sample56,0.0000749
Sample57,0.000343
Sample58,0
Sample59,0
Sample60,0
Sample61,0.001907498
Sample62,0.000101
Sample63,0.011366958
Sample64,0
Sample65,0
Sample66,0.000146
Sample67,0.000719
Sample68,0.000298
Sample69,0
Sample70,0.000838
Sample71,0.001729995
Sample72,0.00182808
Sample73,0.002054213
Sample74,0.000523
Sample75,0.000527
Sample76,0.00212696
Sample77,0.0000393
Sample78,0.0000878
Sample79,0.001623568
Sample80,0
Sample81,0
Sample82,0.000127
Sample83,0
Sample84,0
Sample85,0.000149
Sample86,0
Sample87,0.000042
Sample88,0
Sample89,0
Sample90,0
Sample91,0.0000402
Sample92,0
Sample93,0
Sample94,0
Sample95,0.000085
Sample96,0
Sample97,0
Sample98,0.0000796
Sample99,0
