SAMPLE,VALUE
Sample1,0.001339861
Sample2,0.001330311
Sample3,0.006573571
Sample4,0.006944258
Sample5,0.001618076
Sample6,0.001272831
Sample7,0
Sample8,0.000888
Sample9,0.000137
Sample10,0.000311
Sample11,0.000572
Sample12,0.0000877
Sample13,0.000231
Sample14,0.0000326
Sample15,0.0000472
Sample16,0.189739251
Sample17,0.00026
Sample18,0.00045
Sample19,0.002244672
Sample20,0.002729945
Sample21,0.001323642
Sample22,0.000507
Sample23,0.000382
Sample24,0.00132806
Sample25,0
Sample26,0.000827
Sample27,0.002651118
Sample28,0.000222
Sample29,0.0031555
Sample30,0.001229288
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0
Sample36,0.000835
Sample37,0.0000274
Sample38,0
Sample39,0.000239
Sample40,0
Sample41,0
Sample42,0
Sample43,0
Sample44,0
Sample45,0.000412
Sample46,0
Sample47,0
Sample48,0
Sample49,0
Sample50,0
Sample51,0
Sample52,0.011143336
Sample53,0
Sample54,0
Sample55,0
Sample56,0.010338349
Sample57,0.000172
Sample58,0
Sample59,0.00086
Sample60,0
Sample61,0.000212
Sample62,0
Sample63,0
Sample64,0
Sample65,0
Sample66,0
Sample67,0
Sample68,0.000298
Sample69,0
Sample70,0
Sample71,0
Sample72,0
Sample73,0.0000978
Sample74,0
Sample75,0.0000527
Sample76,0.0000886
Sample77,0.0000393
Sample78,0.0000585
Sample79,0.000317
Sample80,0
Sample81,0.001478601
Sample82,0.000508
Sample83,0.020004823
Sample84,0.00019
Sample85,0
Sample86,0.000639
Sample87,0.000168
Sample88,0.000927
Sample89,0
Sample90,0
Sample91,0
Sample92,0.114671262
Sample93,0
Sample94,0
Sample95,0
Sample96,0
Sample97,0
Sample98,0.000159
Sample99,0.005231149
