SAMPLE,VALUE
Sample1,0.000161
Sample2,0
Sample3,0.000178
Sample4,0.000448
Sample5,0.000216
Sample6,0
Sample7,0
Sample8,0.000137
Sample9,0
Sample10,0.000415
Sample11,0
Sample12,0.0000877
Sample13,0.0000926
Sample14,0.0000326
Sample15,0.0000472
Sample16,0
Sample17,0.00026
Sample18,0
Sample19,0
Sample20,0.000231
Sample21,0
Sample22,0
Sample23,0
Sample24,0
Sample25,0
Sample26,0.0000285
Sample27,0
Sample28,0.0000222
Sample29,0
Sample30,0.000129
Sample31,0
Sample32,0.0000362
Sample33,0.000136
Sample34,0
Sample35,0.0000725
Sample36,0.000239
Sample37,0
Sample38,0
Sample39,0.000716
Sample40,0.0005
Sample41,0.002051721
Sample42,0
Sample43,0
Sample44,0
Sample45,0
Sample46,0
Sample47,0.000124
Sample48,0.001108661
Sample49,0
Sample50,0.000237
Sample51,0.000096
Sample52,0.000586
Sample53,0.0000833
Sample54,0.001673001
Sample55,0.001320579
Sample56,0.00015
Sample57,0.001543893
Sample58,0.000637
Sample59,0.000239
Sample60,0.000122
Sample61,0.000283
Sample62,0.000203
Sample63,0.000731
Sample64,0
Sample65,0.000625
Sample66,0.002038451
Sample67,0.000288
Sample68,0.000993
Sample69,0
Sample70,0.001316104
Sample71,0.001235711
Sample72,0.000731
Sample73,0.000342
Sample74,0.000131
Sample75,0.000316
Sample76,0.000798
Sample77,0.000197
Sample78,0.000117
Sample79,0.000238
Sample80,0
Sample81,0.000528
Sample82,0
Sample83,0.000139
Sample84,0
Sample85,0.000298
Sample86,0.0000639
Sample87,0.000042
Sample88,0.000309
Sample89,0
Sample90,0.0000433
Sample91,0.000121
Sample92,0.000208
Sample93,0.000261
Sample94,0
Sample95,0.000425
Sample96,0
Sample97,0.000529
Sample98,0.000239
Sample99,0.00091
