SAMPLE,VALUE
Sample01,0.002813708
Sample02,0.0000985
Sample03,0
Sample04,0
Sample05,0.000108
Sample06,0.000382
Sample07,0
Sample08,0.0000683
Sample09,0.0000274
Sample10,0.000104
Sample11,0.0000818
Sample12,0
Sample13,0
Sample14,0
Sample15,0
Sample16,0.000132
Sample17,0
Sample18,0
Sample19,0
Sample20,0
Sample21,0
Sample22,0
Sample23,0
Sample24,0.0000738
Sample25,0
Sample26,0
Sample27,0
Sample28,0.0000222
Sample29,0.0000457
Sample30,0.0000647
Sample31,0
Sample32,0
Sample33,0
Sample34,0
Sample35,0.0000362
Sample36,0.000597
Sample37,0.0000274
Sample38,0.0000513
Sample39,0
Sample40,0
Sample41,0.000586
Sample42,0
Sample43,0
Sample44,0
Sample45,0.001236902
Sample46,0.000082
Sample47,0
Sample48,0
Sample49,0
Sample50,0
Sample51,0
Sample52,0.000586
Sample53,0
Sample54,0
Sample55,0
Sample56,0
Sample57,0
Sample58,0
Sample59,0.000621
Sample60,0
Sample61,0.000141
Sample62,0.000709
Sample63,0
Sample64,0.000341
Sample65,0.001188152
Sample66,0.001844313
Sample67,0.000288
Sample68,0.0000993
Sample69,0
Sample70,0.00012
Sample71,0.000124
Sample72,0.000183
Sample73,0.0000978
Sample74,0.000131
Sample75,0.000264
Sample76,0.000177
Sample77,0
Sample78,0
Sample79,0.000158
Sample80,0
Sample81,0
Sample82,0
Sample83,0.000767
Sample84,0
Sample85,0
Sample86,0.000128
Sample87,0.000042
Sample88,0.000103
Sample89,0.0000737
Sample90,0
Sample91,0.0000402
Sample92,0
Sample93,0.0000522
Sample94,0
Sample95,0
Sample96,0
Sample97,0.000265
Sample98,0.000318
Sample99,0
