SAMPLE,VALUE
Sample1,0.003162072
Sample2,0
Sample3,0.000178
Sample4,0
Sample5,0
Sample6,0.000127
Sample7,0
Sample8,0.000819
Sample9,0
Sample10,0
Sample11,0.000164
Sample12,0
Sample13,0.00037
Sample14,0
Sample15,0
Sample16,0.000132
Sample17,0.00013
Sample18,0
Sample19,0.0000624
Sample20,0.000185
Sample21,0.0000913
Sample22,0
Sample23,0.0000545
Sample24,0
Sample25,0
Sample26,0
Sample27,0.0000828
Sample28,0.0000222
Sample29,0.0000457
Sample30,0.000194
Sample31,0
Sample32,0
Sample33,0.0000341
Sample34,0
Sample35,0
Sample36,0.000477
Sample37,0
Sample38,0
Sample39,0.000239
Sample40,0.001749274
Sample41,0.000293
Sample42,0
Sample43,0.0000542
Sample44,0.000028
Sample45,0
Sample46,0
Sample47,0
Sample48,0.000158
Sample49,0
Sample50,0.0000396
Sample51,0.0000384
Sample52,0
Sample53,0
Sample54,0
Sample55,0
Sample56,0.0000749
Sample57,0.000172
Sample58,0
Sample59,0.0000955
Sample60,0
Sample61,0.001624905
Sample62,0.000101
Sample63,0.000974
Sample64,0.000341
Sample65,0.001000549
Sample66,0.000243
Sample67,0.000719
Sample68,0.000894
Sample69,0.00013
Sample70,0
Sample71,0.000865
Sample72,0.000457
Sample73,0.000538
Sample74,0.004054519
Sample75,0.00058
Sample76,0.000886
Sample77,0.0000787
Sample78,0.000176
Sample79,0.000198
Sample80,0.0000724
Sample81,0.000106
Sample82,0.000127
Sample83,0.0000697
Sample84,0
Sample85,0.000595
Sample86,0
Sample87,0
Sample88,0.000309
Sample89,0.000516
Sample90,0.0000433
Sample91,0
Sample92,0
Sample93,0.000991
Sample94,0
Sample95,0.00017
Sample96,0.000591
Sample97,0.000397
Sample98,0
Sample99,0.000455
