SAMPLE,VALUE
Sample01,0.003456842
Sample02,0.0000493
Sample03,0.000355
Sample04,0.00134405
Sample05,0.013483965
Sample06,0.003563928
Sample07,0
Sample08,0.003209464
Sample09,0.00063
Sample10,0.002281945
Sample11,0.00498789
Sample12,0.00280784
Sample13,0.001758776
Sample14,0.000521
Sample15,0.001178766
Sample16,0.002383326
Sample17,0.002732205
Sample18,0.000899
Sample19,0.000312
Sample20,0.0000925
Sample21,0.0000913
Sample22,0
Sample23,0
Sample24,0.000148
Sample25,0
Sample26,0.0000285
Sample27,0.0000828
Sample28,0
Sample29,0.000274
Sample30,0.005046551
Sample31,0
Sample32,0.000254
Sample33,0.0000681
Sample34,0
Sample35,0.0000725
Sample36,0.00262485
Sample37,0
Sample38,0.000179
Sample39,0.000716
Sample40,0.001499378
Sample41,0.003224133
Sample42,0
Sample43,0.0000542
Sample44,0
Sample45,0.002267653
Sample46,0.001967968
Sample47,0.000868
Sample48,0.002058943
Sample49,0
Sample50,0.000554
Sample51,0.000096
Sample52,0.000293
Sample53,0.0000833
Sample54,0.002788335
Sample55,0.002054235
Sample56,0.000749
Sample57,0.003087786
Sample58,0.000728
Sample59,0.005923217
Sample60,0.002922172
Sample61,0.007700639
Sample62,0.005774816
Sample63,0.003653665
Sample64,0.004093077
Sample65,0.014695564
Sample66,0.007765528
Sample67,0.004026824
Sample68,0.002581311
Sample69,0.002339978
Sample70,0.003948313
Sample71,0.002965705
Sample72,0.000731
Sample73,0.000391
Sample74,0.001569491
Sample75,0.00158135
Sample76,0.001240727
Sample77,0.0000393
Sample78,0.000761
Sample79,0.00099
Sample80,0.000254
Sample81,0.00411896
Sample82,0.001652285
Sample83,0.004530709
Sample84,0.000238
Sample85,0.001488166
Sample86,0.000128
Sample87,0.000294
Sample88,0.002883058
Sample89,0.000479
Sample90,0.001516939
Sample91,0.000362
Sample92,0.09427601
Sample93,0.001460276
Sample94,0.0000913
Sample95,0.00280533
Sample96,0.008278798
Sample97,0.001455381
Sample98,0.002704778
Sample99,0.00091
