SAMPLE,VALUE
Sample01,0.011737184
Sample02,0.000148
Sample03,0.000178
Sample04,0.001568058
Sample05,0.002157434
Sample06,0.005982308
Sample07,0
Sample08,0.001229156
Sample09,0.000411
Sample10,0.013691668
Sample11,0.004824353
Sample12,0.001886518
Sample13,0.000324
Sample14,0.001466114
Sample15,0.000802
Sample16,0.002118512
Sample17,0.00208168
Sample18,0
Sample19,0.000187
Sample20,0.000278
Sample21,0.000137
Sample22,0.0000634
Sample23,0.000164
Sample24,0.000148
Sample25,0
Sample26,0.000656
Sample27,0.000663
Sample28,0.0000666
Sample29,0.000229
Sample30,0.005111251
Sample31,0.0000921
Sample32,0.00087
Sample33,0.000272
Sample34,0
Sample35,0.0000725
Sample36,0.002028294
Sample37,0.0000274
Sample38,0.0000769
Sample39,0.005013734
Sample40,0.003498548
Sample41,0.013482738
Sample42,0.000265
Sample43,0.000217
Sample44,0
Sample45,0.004123006
Sample46,0.003279947
Sample47,0.001860329
Sample48,0.004593026
Sample49,0
Sample50,0.000475
Sample51,0.0000576
Sample52,0.003225702
Sample53,0.002665059
Sample54,0.005297836
Sample55,0.00557578
Sample56,0.000599
Sample57,0.002744698
Sample58,0.000819
Sample59,0.000669
Sample60,0.002313386
Sample61,0.001766202
Sample62,0.051973341
Sample63,0.005033938
Sample64,0.002387628
Sample65,0.02013605
Sample66,0.005581473
Sample67,0.007766018
Sample68,0.005261904
Sample69,0.001169989
Sample70,0.008614501
Sample71,0.011244966
Sample72,0.003290544
Sample73,0.002005303
Sample74,0.006408756
Sample75,0.004691339
Sample76,0.00558327
Sample77,0.000354
Sample78,0.000468
Sample79,0.002296754
Sample80,0.000688
Sample81,0.002217901
Sample82,0.000508
Sample83,0.121492708
Sample84,0.001475059
Sample85,0.002083433
Sample86,0.000192
Sample87,0.00134312
Sample88,0.002574159
Sample89,0.002839015
Sample90,0.001213551
Sample91,0.000442
Sample92,0.076378136
Sample93,0.002451177
Sample94,0.0000457
Sample95,0.003655431
Sample96,0.002956714
Sample97,0.001587688
Sample98,0.004932241
Sample99,0
