SAMPLE,VALUE
Sample1,0.002626128
Sample2,0.000443
Sample3,0.002131969
Sample4,0.004704175
Sample5,0
Sample6,0.001145548
Sample7,0
Sample8,0.00041
Sample9,0.00011
Sample10,0.000207
Sample11,0.000654
Sample12,0.000219
Sample13,0.000324
Sample14,0
Sample15,0.0000472
Sample16,0.000265
Sample17,0.000651
Sample18,0
Sample19,0.000998
Sample20,0.000694
Sample21,0.000593
Sample22,0.00019
Sample23,0.000109
Sample24,0.000295
Sample25,0
Sample26,0.000257
Sample27,0.000994
Sample28,0.000133
Sample29,0.001326225
Sample30,0.000388
Sample31,0
Sample32,0.000435
Sample33,0.00017
Sample34,0
Sample35,0.000181
Sample36,0.000954
Sample37,0.0000274
Sample38,0
Sample39,0.000716
Sample40,0.001
Sample41,0.001172412
Sample42,0
Sample43,0.000271
Sample44,0.0000841
Sample45,0.001443052
Sample46,0.000656
Sample47,0.001240219
Sample48,0.001267042
Sample49,0
Sample50,0.000237
Sample51,0.000211
Sample52,0.000586
Sample53,0.000167
Sample54,0.001673001
Sample55,0.00088
Sample56,0.000674
Sample57,0.002916242
Sample58,0.00091
Sample59,0.000191
Sample60,0.001217572
Sample61,0.002048794
Sample62,0.000962
Sample63,0.001461466
Sample64,0
Sample65,0.001500824
Sample66,0.003882764
Sample67,0.002588673
Sample68,0.002879155
Sample69,0.00013
Sample70,0.002512563
Sample71,0.004201416
Sample72,0.000274
Sample73,0.001076016
Sample74,0.002877401
Sample75,0.000896
Sample76,0.00106348
Sample77,0.000197
Sample78,0.000205
Sample79,0.00095
Sample80,0.000254
Sample81,0.000317
Sample82,0.000381
Sample83,0.000349
Sample84,0.0000476
Sample85,0.001438561
Sample86,0.000192
Sample87,0.000042
Sample88,0.002059327
Sample89,0.000184
Sample90,0.000303
Sample91,0.000321
Sample92,0.000832
Sample93,0.001408123
Sample94,0.000183
Sample95,0.004675551
Sample96,0.002168257
Sample97,0.001058459
Sample98,0.001988807
Sample99,0.00181953
